,0,1,2,3,4,5,6
1279,5334.0,Симонов Савва Дмитриевич,11-01-1998,Ермакова Анастасия Павловна,28-12-1990,14-02-2018,1261
1280,2945.0,Царев Мартин Андреевич,19-07-1999,Алексеева Арина Матвеевна,15-08-1988,30-04-2018,1264
1281,6152.0,Аникин Фёдор Степанович,30-04-1995,Добрынина Милана Данииловна,14-05-1998,19-06-2020,1265
1282,7573.0,Корнилов Олег Вадимович,17-11-1994,Медведева София Ильинична,12-06-1995,23-03-2022,1265
1283,466.0,Круглов Роман Максимович,10-07-1996,Тихомирова Ксения Львовна,19-01-1987,09-02-2021,1265
1284,5774.0,Колесов Адам Петрович,24-10-1994,Назарова Алина Михайловна,30-09-1995,21-02-2019,1266
1285,858.0,Калачев Всеволод Леонидович,23-04-1981,Семенова Анна Кирилловна,20-02-1995,26-05-2023,1269
1286,7279.0,Хромов Кирилл Александрович,12-12-1994,Михеева Аделина Елисеевна,22-10-1988,06-04-2022,1269
1287,7916.0,Васильев Давид Тимофеевич,05-02-1986,Смирнова Варвара Борисовна,25-07-1999,16-04-2023,1270
1288,902.0,Елисеев Денис Никитич,24-04-1997,Крылова Елизавета Владиславовна,28-12-1986,31-07-2021,1271
1289,7446.0,Молчанов Иван Максимович,01-05-1987,Розанова Виктория Кирилловна,18-08-1989,25-09-2023,1271
1290,6282.0,Белоусов Фёдор Даниилович,31-08-1980,Самсонова Виктория Степановна,20-04-1981,13-03-2022,1273
1291,640.0,Иванов Даниил Сергеевич,17-10-1987,Смирнова Екатерина Михайловна,19-10-1989,06-06-2022,1273
1292,1147.0,Королев Владимир Даниилович,05-05-1989,Смирнова Екатерина Михайловна,06-10-1999,09-05-2021,1274
1293,1882.0,Васильев Егор Тимофеевич,12-03-1984,Лобанова Полина Андреевна,01-07-1987,18-05-2020,1275
1294,8749.0,Горбачев Александр Тихонович,30-06-1988,Васильева Полина Михайловна,25-04-1996,31-08-2018,1276
1295,2856.0,Ефремов Дмитрий Всеволодович,10-10-1988,Суворова Стефания Артёмовна,19-11-1994,27-04-2019,1276
1296,6455.0,Марков Максим Александрович,24-01-1999,Попова Вера Ивановна,17-10-1991,09-11-2021,1276
1297,4970.0,Титов Артур Артёмович,03-06-1988,Смирнова Стефания Всеволодовна,30-03-1994,16-09-2019,1276
1298,9670.0,Герасимов Давид Петрович,10-10-1999,Смирнова Екатерина Михайловна,08-09-1991,26-02-2019,1277
1299,2010.0,Данилов Владимир Егорович,08-12-1987,Комарова Мария Михайловна,25-11-1997,21-10-2023,1277
1300,3270.0,Кононов Виктор Максимович,06-01-1986,Смирнова Варвара Борисовна,13-03-1992,10-04-2022,1278
1301,7460.0,Михайлов Артём Андреевич,16-04-1995,Петрова Аделина Данииловна,27-07-1996,20-06-2021,1279
1302,8736.0,Казаков Марк Михайлович,15-07-1988,Седова София Игоревна,20-05-1987,16-12-2020,1282
1303,1357.0,Новиков Даниил Матвеевич,15-10-1995,Кузнецова Ксения Вячеславовна,06-04-1982,27-01-2023,1282
1304,1042.0,Фомин Лев Александрович,06-03-1989,Иванова Алиса Тихоновна,10-12-1990,10-02-2022,1282
1305,3159.0,Фетисов Кирилл Артемьевич,13-01-1986,Панина Таисия Денисовна,17-03-1995,14-10-2022,1283
1306,9121.0,Данилов Владимир Егорович,27-08-1996,Добрынина Милана Данииловна,29-05-1996,09-11-2020,1284
1307,9946.0,Дегтярев Илья Тимофеевич,29-08-1986,Мартынова Полина Ивановна,24-01-1983,29-03-2023,1284
1308,8524.0,Овчинников Владимир Алексеевич,02-12-1999,Ильина Вероника Олеговна,30-12-1992,19-05-2018,1284
1309,7341.0,Воробьев Савва Павлович,04-09-1994,Андреева Варвара Арсентьевна,13-09-1987,14-05-2022,1285
1310,5795.0,Кононов Виктор Максимович,31-01-1988,Назарова Алина Михайловна,16-06-1998,25-07-2018,1287
1311,4186.0,Кочетков Андрей Леонидович,24-03-1985,Климова Александра Артемьевна,13-04-1987,24-04-2021,1287
1312,2525.0,Соловьев Илья Денисович,01-05-1986,Колосова Виктория Дмитриевна,08-04-1987,25-12-2018,1288
1313,2961.0,Смирнов Степан Константинович,17-03-1990,Андреева Варвара Арсентьевна,27-11-1985,30-11-2020,1289
1314,5848.0,Аникин Фёдор Степанович,17-11-1990,Смирнова Стефания Всеволодовна,06-10-1999,16-08-2022,1290
1315,6853.0,Муратов Вячеслав Дмитриевич,14-11-1989,Назарова Ульяна Арсеновна,31-07-1997,25-01-2022,1290
1316,6998.0,Молчанов Иван Максимович,14-05-1980,Иванова Алиса Тихоновна,07-01-1981,15-01-2022,1292
1317,7945.0,Новиков Виктор Маркович,19-06-1982,Назарова Алина Михайловна,16-09-1980,12-07-2022,1292
1318,3975.0,Савельев Роман Михайлович,17-08-1980,Борисова Вероника Савельевна,07-06-1981,31-05-2018,1294
1319,6947.0,Макаров Тимур Артёмович,14-11-1989,Степанова Екатерина Владимировна,19-01-1997,03-03-2019,1297
1320,9327.0,Фомин Лев Александрович,13-02-1989,Морозова Ева Данииловна,25-12-1985,12-10-2018,1298
1321,6149.0,Ефремов Дмитрий Всеволодович,20-10-1994,Вишневская Алисия Андреевна,23-12-1991,15-04-2019,1299
1322,4183.0,Казанцев Марк Назарович,04-10-1995,Иванова Анна Григорьевна,07-04-1988,19-12-2021,1299
1323,3317.0,Горшков Егор Артёмович,15-12-1988,Головина Анисия Михайловна,09-12-1980,17-01-2020,1301
1324,452.0,Егоров Максим Даниилович,27-02-1990,Назарова Алина Михайловна,25-09-1997,24-01-2021,1301
1325,6053.0,Пименов Демид Валерьевич,20-01-1982,Андреева Варвара Арсентьевна,03-02-1985,09-10-2021,1301
1326,7866.0,Дмитриев Тимофей Михайлович,11-12-1997,Дементьева Екатерина Лукинична,21-11-1987,25-09-2020,1302
1327,9835.0,Иванов Даниил Сергеевич,03-02-1986,Розанова Виктория Кирилловна,09-05-1993,03-08-2019,1302
1328,2414.0,Симонов Савва Дмитриевич,05-10-1985,Кошелева Эмилия Максимовна,13-03-1994,19-10-2018,1305
1329,128.0,Савельев Роман Михайлович,10-08-1999,Кочеткова Полина Робертовна,20-07-1984,18-06-2022,1308
1330,3314.0,Лебедев Тимур Максимович,20-05-1991,Козлова Мария Алексеевна,22-02-1983,17-07-2019,1311
1331,7355.0,Новиков Даниил Матвеевич,18-05-1983,Петухова Алиса Алексеевна,31-05-1997,11-09-2019,1311
1332,939.0,Шестаков Константин Степанович,08-10-1983,Куликова Мелания Платоновна,24-07-1991,12-02-2020,1312
1333,188.0,Егоров Максим Даниилович,11-10-1997,Баранова Дарья Владимировна,22-11-1999,24-12-2021,1315
1334,9950.0,Данилов Владимир Егорович,12-07-1993,Головина Анисия Михайловна,05-01-1995,16-09-2022,1316
1335,4362.0,Жуков Андрей Петрович,01-06-1999,Колосова Виктория Дмитриевна,06-03-1999,14-08-2020,1316
1336,5464.0,Филатов Лука Андреевич,25-09-1993,Григорьева Ксения Данииловна,14-04-1986,18-08-2023,1316
1337,6329.0,Пименов Демид Валерьевич,26-07-1983,Куликова Дарья Георгиевна,31-08-1984,24-01-2020,1321
1338,7408.0,Дмитриев Тимофей Михайлович,17-09-1994,Зайцева Ксения Артемьевна,02-07-1987,22-07-2019,1322
1339,2954.0,Титов Артур Артёмович,28-01-1984,Кононова Алина Георгиевна,26-08-1994,17-05-2023,1322
1340,9263.0,Фетисов Кирилл Артемьевич,29-11-1990,Лукина Арина Кирилловна,25-03-1991,26-02-2023,1322
1341,3117.0,Медведев Александр Платонович,12-08-1993,Зайцева Вероника Саввична,24-08-1994,01-10-2019,1323
1342,6775.0,Васильев Павел Артёмович,04-06-1980,Степанова Екатерина Владимировна,24-12-1981,24-05-2019,1324
1343,57.0,Кочетков Андрей Леонидович,29-04-1990,Панина Таисия Денисовна,11-10-1988,02-04-2020,1325
1344,805.0,Мельников Арсений Данилович,17-09-1985,Пахомова Майя Никитична,17-12-1982,18-10-2020,1325
1345,3768.0,Иванов Михаил Сергеевич,11-02-1985,Нечаева Алёна Александровна,16-12-1985,19-10-2021,1327
1346,3380.0,Дмитриев Тимофей Михайлович,04-07-1993,Архипова Варвара Макаровна,04-12-1991,12-02-2020,1328
1347,914.0,Воробьев Савва Павлович,03-04-1993,Борисова Вероника Савельевна,08-04-1994,25-12-2018,1329
1348,2637.0,Попов Степан Кириллович,21-01-1991,Головина Анисия Михайловна,11-04-1983,11-04-2021,1330
1349,9187.0,Князев Марк Вадимович,12-02-1992,Павлова Агата Савельевна,24-09-1990,15-08-2019,1331
1350,8796.0,Кононов Виктор Максимович,11-05-1997,Попова Вера Ивановна,22-02-1992,06-12-2021,1331
1351,4531.0,Смирнов Дмитрий Григорьевич,01-05-1996,Смирнова Дарья Леонидовна,05-05-1985,06-04-2019,1331
1352,1512.0,Васильев Павел Артёмович,12-08-1988,Попова Вера Ивановна,17-08-1986,28-10-2023,1332
1353,3353.0,Иванов Владимир Владиславович,08-06-1993,Смирнова Стефания Всеволодовна,14-09-1998,30-07-2021,1336
1354,5352.0,Соловьев Илья Денисович,25-09-1997,Львова Дарина Марковна,08-12-1996,15-02-2022,1336
1355,633.0,Хромов Кирилл Александрович,07-08-1985,Кононова Алина Георгиевна,07-10-1982,23-03-2018,1336
1356,9259.0,Егоров Максим Даниилович,23-01-1992,Андреева Варвара Арсентьевна,19-02-1981,05-04-2018,1337
1357,7336.0,Кононов Виктор Максимович,25-03-1987,Трофимова Ангелина Матвеевна,23-08-1998,22-09-2022,1337
1358,8196.0,Крючков Алексей Васильевич,03-03-1994,Суворова Стефания Артёмовна,02-11-1994,17-02-2019,1337
1359,8234.0,Попов Вячеслав Михайлович,04-06-1991,Семенова Анна Кирилловна,11-09-1998,21-09-2022,1337
1360,6571.0,Иванов Даниил Сергеевич,30-11-1987,Иванова Алиса Тихоновна,18-08-1986,18-08-2020,1338
1361,272.0,Кузнецов Михаил Демидович,19-02-1991,Смирнова Ясмина Ивановна,27-02-1996,15-12-2021,1338
1362,4274.0,Медведев Артём Ярославович,04-09-1992,Князева Валерия Ивановна,16-04-1989,14-11-2023,1338
1363,9936.0,Степанов Андрей Григорьевич,04-04-1999,Зайцева Вероника Саввична,22-10-1992,29-12-2021,1338
1364,2655.0,Гусев Богдан Александрович,20-01-1985,Михайлова София Алексеевна,22-07-1988,21-12-2022,1340
1365,6191.0,Попов Вячеслав Михайлович,28-03-1983,Седова София Игоревна,28-03-1984,04-10-2023,1342
1366,6544.0,Титов Артур Артёмович,20-06-1982,Крылова Елизавета Владиславовна,14-11-1982,11-12-2023,1342
1367,3660.0,Ефремов Дмитрий Всеволодович,09-05-1984,Петрова Аделина Данииловна,03-08-1998,26-11-2023,1346
1368,345.0,Поликарпов Даниил Петрович,31-08-1988,Крылова Елизавета Владиславовна,29-06-1991,26-07-2018,1346
1369,7381.0,Попов Степан Кириллович,27-07-1995,Головина Анисия Михайловна,15-12-1992,03-08-2022,1346
1370,2169.0,Казаков Марк Михайлович,20-06-1995,Куликова Дарья Георгиевна,12-05-1982,08-05-2018,1350
1371,1394.0,Родионов Михаил Дмитриевич,08-05-1985,Казакова Арина Александровна,13-02-1981,27-01-2021,1351
1372,1289.0,Симонов Савва Дмитриевич,26-11-1997,Куликова Мелания Платоновна,07-01-1996,18-08-2018,1351
1373,9151.0,Новиков Андрей Денисович,28-05-1996,Кочеткова Полина Робертовна,05-03-1985,15-11-2022,1352
1374,9096.0,Волков Герман Степанович,21-05-1991,Маркова Мария Леоновна,14-07-1980,13-03-2021,1353
1375,3044.0,Булгаков Иван Владимирович,25-10-1982,Зайцева Виктория Никитична,21-05-1986,15-06-2019,1355
1376,5895.0,Овчинников Владимир Алексеевич,09-02-1993,Розанова Виктория Кирилловна,12-01-1995,10-01-2020,1355
1377,2636.0,Смирнов Лев Михайлович,09-07-1994,Добрынина Милана Данииловна,06-03-1990,31-08-2023,1355
1378,8475.0,Васильев Егор Тимофеевич,23-01-1996,Дроздова Марина Михайловна,21-09-1993,07-04-2023,1357
1379,2532.0,Смирнов Степан Константинович,13-04-1996,Кузина Полина Ильинична,06-04-1988,22-09-2022,1357
1380,620.0,Поликарпов Даниил Петрович,05-04-1997,Латышева Злата Михайловна,21-09-1989,19-08-2018,1358
1381,8885.0,Казаков Марк Михайлович,08-05-1988,Петухова Алиса Алексеевна,04-04-1983,13-11-2019,1362
1382,5794.0,Давыдов Иван Матвеевич,01-12-1985,Алексеева Арина Матвеевна,08-11-1980,03-11-2021,1364
1383,3201.0,Колесов Адам Петрович,04-04-1994,Казакова Арина Александровна,21-05-1999,10-01-2018,1364
1384,3594.0,Сергеев Марк Алиевич,09-09-1997,Иванова Дарья Сергеевна,20-04-1997,26-10-2020,1364
1385,3069.0,Ильин Матвей Максимович,22-10-1984,Маркова Мария Леоновна,16-08-1986,29-01-2020,1366
1386,2335.0,Смирнов Степан Константинович,04-04-1999,Козлова Мария Алексеевна,01-04-1995,13-01-2020,1367
1387,3815.0,Смирнов Лев Михайлович,04-01-1999,Назарова Ульяна Арсеновна,15-02-1997,17-05-2023,1368
1388,5757.0,Сорокин Артём Даниилович,20-11-1990,Лаврентьева Таисия Артёмовна,22-02-1980,06-10-2022,1368
1389,6089.0,Иванов Михаил Сергеевич,25-07-1982,Самойлова Дарина Кирилловна,12-03-1998,02-02-2020,1371
1390,2372.0,Елисеев Денис Никитич,30-11-1994,Пахомова Майя Никитична,31-07-1990,20-05-2021,1372
1391,8382.0,Власов Андрей Семёнович,16-05-1998,Лаврентьева Таисия Артёмовна,07-05-1986,30-09-2020,1373
1392,6732.0,Новиков Виктор Маркович,11-11-1984,Борисова Вероника Савельевна,01-06-1989,15-03-2020,1373
1393,4294.0,Соловьев Илья Денисович,17-01-1993,Кузина Полина Ильинична,16-04-1980,09-05-2018,1374
1394,839.0,Калачев Всеволод Леонидович,25-06-1994,Кудряшова Полина Алиевна,16-11-1990,07-01-2018,1375
1395,7650.0,Макаров Тимур Артёмович,26-08-1984,Климова Александра Артемьевна,18-03-1985,30-05-2021,1375
1396,5952.0,Муравьев Тимур Андреевич,25-11-1993,Архипова Варвара Макаровна,20-08-1985,21-05-2021,1375
1397,4495.0,Казаков Марк Михайлович,15-11-1989,Кононова Алина Георгиевна,28-12-1984,04-03-2020,1376
1398,5514.0,Королев Владимир Даниилович,25-09-1997,Козлова Ясмина Михайловна,13-10-1994,26-10-2022,1380
1399,8423.0,Горбачев Александр Тихонович,28-04-1991,Козлова Ясмина Михайловна,22-05-1985,25-01-2018,1381
1400,4149.0,Марков Максим Александрович,28-10-1983,Смирнова Стефания Всеволодовна,14-08-1995,29-06-2018,1381
1401,2456.0,Романов Вячеслав Савельевич,19-01-1983,Вавилова Маргарита Никитична,18-09-1998,01-04-2022,1381
1402,9859.0,Ильин Матвей Максимович,26-03-1983,Павлова Агата Савельевна,29-05-1991,12-10-2018,1382
1403,6107.0,Михайлов Артём Андреевич,22-05-1981,Семенова Анна Кирилловна,03-11-1981,01-07-2021,1382
1404,5909.0,Осипов Дмитрий Платонович,19-01-1980,Колесникова Злата Никитична,08-11-1989,18-06-2018,1382
1405,2019.0,Поликарпов Даниил Петрович,26-02-1986,Лукина Арина Кирилловна,30-06-1997,19-12-2020,1382
1406,7592.0,Романов Вячеслав Савельевич,05-10-1989,Баранова Дарья Владимировна,26-01-1990,17-01-2022,1383
1407,9393.0,Елисеев Денис Никитич,21-01-1997,Ильина Вероника Олеговна,05-06-1993,24-09-2023,1384
1408,5320.0,Казаков Марк Михайлович,26-03-1991,Павлова Агата Савельевна,16-11-1993,04-07-2018,1384
1409,6667.0,Медведев Александр Платонович,03-07-1995,Князева Валерия Ивановна,06-01-1981,24-12-2020,1386
1410,8464.0,Сергеев Марк Алиевич,03-11-1989,Савельева София Мироновна,10-10-1984,17-09-2021,1388
1411,8866.0,Белов Евгений Артёмович,13-11-1988,Бабушкина Амина Давидовна,29-09-1990,27-10-2018,1389
1412,6631.0,Ефремов Дмитрий Всеволодович,29-04-1988,Смирнова Стефания Всеволодовна,10-11-1994,26-09-2019,1390
1413,1891.0,Осипов Дмитрий Платонович,14-02-1996,Ершова София Максимовна,31-10-1997,10-07-2019,1390
1414,4647.0,Дегтярев Илья Тимофеевич,19-04-1999,Кононова Алина Георгиевна,16-05-1987,05-05-2019,1391
1415,4355.0,Царев Мартин Андреевич,27-03-1998,Пирогова Агата Ивановна,06-12-1997,05-06-2020,1391
1416,8520.0,Данилов Владимир Егорович,05-09-1997,Иванова Анна Григорьевна,01-06-1984,23-07-2021,1392
1417,1990.0,Родионов Михаил Дмитриевич,01-03-1992,Зайцева Ксения Артемьевна,17-06-1990,26-05-2021,1394
1418,2910.0,Белов Евгений Артёмович,16-05-1990,Морозова Дарина Артёмовна,08-07-1990,12-08-2022,1398
1419,8703.0,Смирнов Дамир Даниилович,20-10-1995,Куликова Дарья Георгиевна,14-08-1990,08-03-2021,1398
1420,5366.0,Царев Мартин Андреевич,16-08-1999,Лебедева Мария Егоровна,03-11-1998,27-02-2022,1398
1421,4352.0,Макаров Давид Артурович,20-04-1993,Вишневская Алисия Андреевна,30-07-1990,22-06-2018,1401
1422,8909.0,Поликарпов Даниил Петрович,15-01-1986,Зайцева Вероника Саввична,02-01-1983,02-04-2020,1403
1423,1998.0,Елисеев Денис Никитич,26-10-1980,Андреева Варвара Арсентьевна,08-11-1992,21-11-2020,1404
1424,8753.0,Попов Степан Кириллович,27-09-1996,Смирнова Варвара Борисовна,02-09-1986,16-08-2020,1404
1425,2796.0,Соловьев Илья Денисович,14-07-1996,Назарова Вероника Платоновна,07-04-1993,29-02-2020,1404
1426,7243.0,Круглов Роман Максимович,05-01-1999,Седова София Игоревна,03-06-1981,15-02-2019,1405
1427,4056.0,Сергеев Андрей Иванович,07-04-1995,Григорьева Алиса Марковна,13-05-1995,04-04-2018,1405
1428,4259.0,Белоусов Фёдор Даниилович,26-04-1988,Павловская Вероника Владимировна,22-03-1980,11-05-2023,1410
1429,5189.0,Иванов Михаил Сергеевич,30-07-1986,Григорьева Алиса Марковна,29-09-1992,20-10-2023,1410
1430,2867.0,Медведев Александр Платонович,09-02-1999,Крылова Елизавета Владиславовна,17-01-1985,11-11-2021,1411
1431,5313.0,Белоусов Фёдор Даниилович,27-12-1981,Лебедева Мария Егоровна,21-04-1984,10-08-2019,1412
1432,3897.0,Филатов Лука Андреевич,13-03-1980,Павлова Агата Савельевна,15-12-1992,25-03-2018,1413
1433,9412.0,Фомин Лев Александрович,28-03-1999,Васильева Анна Сергеевна,03-09-1988,27-06-2020,1413
1434,5037.0,Кочетков Андрей Леонидович,02-07-1988,Макарова София Тимофеевна,13-01-1983,22-11-2022,1414
1435,8326.0,Горбачев Александр Тихонович,29-11-1985,Рябова Елизавета Владимировна,11-07-1980,04-02-2022,1415
1436,8775.0,Горшков Егор Артёмович,28-12-1981,Ермакова Анастасия Павловна,05-11-1989,01-04-2020,1415
1437,703.0,Муратов Вячеслав Дмитриевич,06-09-1995,Иванова Анна Григорьевна,04-01-1981,18-06-2020,1415
1438,1907.0,Ширяев Кирилл Ильич,19-02-1998,Смирнова Стефания Всеволодовна,14-11-1986,07-05-2022,1415
1439,3879.0,Родионов Михаил Дмитриевич,09-10-1986,Семенова Анна Кирилловна,29-07-1984,21-12-2021,1416
1440,2761.0,Дмитриев Тимофей Михайлович,04-04-1994,Степанова Екатерина Владимировна,05-12-1997,18-09-2021,1418
1441,2025.0,Елисеев Денис Никитич,12-01-1990,Добрынина Милана Данииловна,23-10-1982,03-07-2022,1418
1442,9502.0,Соловьев Илья Денисович,10-04-1996,Дементьева Екатерина Лукинична,08-07-1988,13-03-2019,1421
1443,584.0,Булгаков Иван Владимирович,07-03-1990,Попова Вера Ивановна,29-09-1992,04-05-2019,1423
1444,6670.0,Петров Матвей Юрьевич,19-08-1996,Морозова Дарина Артёмовна,06-07-1987,26-01-2019,1423
1445,8043.0,Осипов Дмитрий Платонович,27-12-1991,Козлова Мария Алексеевна,04-04-1988,26-05-2023,1424
1446,2467.0,Медведев Александр Платонович,22-08-1999,Вишневская Алисия Андреевна,21-11-1986,10-12-2022,1426
1447,540.0,Степанов Андрей Григорьевич,06-11-1996,Добрынина Милана Данииловна,13-01-1981,25-10-2023,1427
1448,8765.0,Винокуров Кирилл Алиевич,03-11-1996,Колосова Виктория Дмитриевна,01-05-1981,16-03-2023,1429
1449,3028.0,Смирнов Дмитрий Григорьевич,09-06-1990,Савельева София Мироновна,20-10-1991,23-10-2022,1431
1450,7406.0,Суворов Матвей Богданович,18-03-1989,Григорьева Алиса Марковна,24-01-1987,20-09-2022,1431
1451,8141.0,Крючков Алексей Васильевич,31-05-1984,Рябова Елизавета Владимировна,02-04-1988,20-11-2021,1432
1452,7463.0,Кононов Виктор Максимович,11-07-1996,Тихомирова Ксения Львовна,16-03-1988,28-07-2018,1433
1453,3349.0,Кочетков Андрей Леонидович,17-01-1982,Головина Анисия Михайловна,25-06-1997,21-01-2021,1436
1454,2738.0,Волков Герман Степанович,30-05-1989,Трофимова Ангелина Матвеевна,24-08-1984,13-10-2022,1437
1455,1095.0,Смирнов Лев Михайлович,14-10-1987,Маркова Мария Леоновна,09-05-1981,15-03-2023,1438
1456,8438.0,Белов Евгений Артёмович,04-09-1986,Дроздова Марина Михайловна,30-04-1983,03-02-2021,1439
1457,1717.0,Титов Артур Артёмович,04-02-1982,Смирнова Ясмина Ивановна,16-09-1990,24-01-2022,1439
1458,3231.0,Беляков Матвей Егорович,04-10-1982,Смирнова Дарья Леонидовна,08-05-1995,20-03-2019,1440
1459,1803.0,Воробьев Савва Павлович,14-01-1980,Зайцева Вероника Саввична,11-12-1995,28-08-2018,1440
1460,3357.0,Михайлов Артём Андреевич,04-04-1993,Григорьева Алиса Марковна,16-09-1987,06-07-2018,1440
1461,8310.0,Егоров Максим Даниилович,19-08-1988,Иванова Дарья Сергеевна,22-06-1983,29-12-2020,1442
1462,558.0,Савельев Роман Михайлович,03-10-1983,Князева Валерия Ивановна,10-02-1985,19-10-2022,1443
1463,1174.0,Белов Евгений Артёмович,06-10-1981,Кононова Алина Георгиевна,29-05-1995,25-07-2019,1444
1464,5590.0,Верещагин Даниил Демидович,26-10-1981,Алексеева Ульяна Тимофеевна,26-02-1980,04-03-2023,1448
1465,1456.0,Дубинин Мирон Егорович,18-09-1981,Андреева Варвара Арсентьевна,19-05-1990,26-05-2023,1448
1466,3597.0,Романов Вячеслав Савельевич,01-01-1983,Медведева София Ильинична,19-11-1985,19-07-2019,1448
1467,4213.0,Белов Евгений Артёмович,16-03-1998,Пахомова Майя Никитична,23-06-1996,04-12-2021,1450
1468,3209.0,Молчанов Иван Максимович,25-08-1983,Иванова Дарья Сергеевна,09-10-1997,22-02-2018,1452
1469,2461.0,Симонов Савва Дмитриевич,23-10-1984,Григорьева Алиса Марковна,17-01-1984,09-08-2018,1452
1470,7378.0,Попов Степан Кириллович,23-05-1981,Павлова Агата Савельевна,26-01-1990,12-03-2022,1453
1471,9178.0,Новиков Виктор Маркович,24-12-1983,Макарова София Тимофеевна,16-11-1987,12-11-2021,1455
1472,2160.0,Корнилов Олег Вадимович,16-02-1995,Михеева Аделина Елисеевна,30-11-1992,19-01-2023,1456
1473,1160.0,Осипов Дмитрий Платонович,22-11-1990,Седова София Игоревна,02-06-1997,17-07-2019,1456
1474,8224.0,Власов Денис Степанович,08-06-1997,Алексеева Ульяна Тимофеевна,22-07-1992,20-04-2023,1457
1475,2985.0,Романов Вячеслав Савельевич,04-08-1980,Васильева Полина Михайловна,10-06-1984,19-10-2018,1457
1476,9460.0,Волков Герман Степанович,02-03-1984,Ершова София Максимовна,02-04-1984,24-04-2018,1458
1477,8313.0,Петров Матвей Юрьевич,29-07-1980,Зайцева Виктория Никитична,10-08-1991,30-03-2023,1459
1478,4403.0,Винокуров Кирилл Алиевич,03-11-1995,Савельева София Мироновна,28-02-1981,14-11-2019,1461
1479,50.0,Смирнов Лев Михайлович,01-12-1985,Самойлова Дарина Кирилловна,14-04-1995,05-09-2023,1461
1480,2069.0,Казанцев Марк Назарович,14-10-1983,Рябова Елизавета Владимировна,09-12-1988,27-10-2019,1462
1481,3243.0,Буров Дмитрий Лукич ,11-10-1992,Кононова Алина Георгиевна,13-06-1995,02-09-2020,1463
1482,9624.0,Горбачев Александр Тихонович,29-10-1999,Михеева Аделина Елисеевна,06-12-1994,18-07-2020,1463
1483,6406.0,Белоусов Фёдор Даниилович,23-01-1984,Дубова Ксения Алексеевна,29-04-1999,19-02-2019,1465
1484,5212.0,Гусев Станислав Викторович,23-10-1988,Назарова Ульяна Арсеновна,11-04-1988,24-09-2021,1467
1485,1675.0,Савельев Роман Михайлович,24-10-1985,Смирнова Варвара Борисовна,01-06-1997,21-05-2023,1467
1486,7623.0,Миронов Фёдор Григорьевич,17-09-1991,Кузина Полина Ильинична,26-04-1991,26-06-2019,1469
1487,4312.0,Осипов Дмитрий Платонович,18-10-1999,Дементьева Екатерина Никитична,30-05-1985,03-06-2021,1470
1488,3565.0,Лебедев Тимур Максимович,11-02-1988,Суворова Стефания Артёмовна,20-12-1997,29-05-2020,1472
1489,6674.0,Сорокин Артём Даниилович,03-09-1992,Бабушкина Амина Давидовна,21-07-1997,14-10-2019,1472
1490,256.0,Федоров Вячеслав Юрьевич,27-10-1987,Смирнова Дарья Леонидовна,19-07-1986,08-11-2018,1472
1491,5272.0,Филатов Лука Андреевич,25-04-1998,Иванова Алиса Тихоновна,22-01-1999,26-01-2021,1472
1492,5188.0,Новиков Даниил Матвеевич,06-02-1999,Алексеева Ульяна Тимофеевна,04-12-1990,15-09-2022,1474
1493,4217.0,Осипов Дмитрий Платонович,04-01-1985,Розанова Виктория Кирилловна,05-01-1983,15-08-2022,1474
1494,464.0,Суворов Матвей Богданович,23-07-1989,Розанова Виктория Кирилловна,08-08-1982,10-07-2023,1476
1495,7128.0,Фомин Лев Александрович,11-10-1986,Куликова Дарья Георгиевна,12-06-1996,25-12-2020,1476
1496,5498.0,Аникин Фёдор Степанович,22-07-1983,Дроздова Марина Михайловна,10-11-1986,11-01-2022,1478
1497,5014.0,Герасимов Давид Петрович,13-09-1989,Назарова Вероника Платоновна,24-05-1981,25-02-2023,1478
1498,1232.0,Иванов Иван Макарович,18-04-1988,Самсонова Виктория Степановна,03-01-1980,12-11-2018,1478
1499,9627.0,Верещагин Даниил Демидович,18-02-1999,Смирнова Варвара Борисовна,20-10-1993,14-12-2021,1480
1500,1509.0,Марков Максим Александрович,15-12-1994,Емельянова Арина Артёмовна,15-10-1992,15-09-2018,1480
1501,2180.0,Михайлов Артём Андреевич,05-08-1990,Кузьмина Айлин Степановна,27-11-1993,01-03-2022,1481
1502,3917.0,Герасимов Давид Петрович,12-08-1988,Михеева Аделина Елисеевна,28-12-1984,27-03-2021,1482
1503,4194.0,Дубинин Мирон Егорович,20-10-1989,Николаева Алиса Григорьевна,02-07-1991,08-11-2018,1483
1504,7534.0,Ефремов Дмитрий Всеволодович,24-04-1987,Князева Валерия Ивановна,01-06-1983,11-09-2020,1483
1505,3452.0,Белоусов Фёдор Даниилович,25-10-1982,Семенова Анна Кирилловна,02-02-1996,14-05-2023,1486
1506,5517.0,Иванов Михаил Сергеевич,27-01-1981,Комарова Мария Михайловна,11-10-1989,18-05-2021,1487
1507,2861.0,Родионов Михаил Дмитриевич,06-12-1995,Михайлова София Алексеевна,27-07-1980,09-04-2019,1487
1508,2705.0,Романов Вячеслав Савельевич,10-03-1985,Павлова Агата Савельевна,14-12-1994,16-12-2018,1487
1509,2126.0,Волков Герман Степанович,02-08-1980,Маркова Мария Леоновна,15-12-1980,12-07-2021,1488
1510,4451.0,Пименов Демид Валерьевич,08-07-1999,Седова София Игоревна,31-01-1980,11-03-2019,1488
