,Groom fullname,Groom birth date,Bride fullname,Bride birth date,Wedding date,Registry office number
261,Макаров Давид Артурович,03-03-1995,Смирнова Ясмина Ивановна,24-08-1990,12-06-2022,666
262,Кононов Виктор Максимович,03-06-1981,Кононова Алина Георгиевна,15-01-1995,13-09-2021,564
263,Новиков Андрей Денисович,31-05-1999,Ермакова Анастасия Павловна,12-12-1989,26-03-2020,766
264,Казанцев Марк Назарович,29-09-1988,Баранова Дарья Владимировна,14-08-1992,28-05-2022,908
265,Корчагин Даниил Борисович,08-06-1995,Трофимова Ангелина Матвеевна,18-01-1992,07-06-2019,894
266,Царев Мартин Андреевич,14-09-1992,Алексеева Арина Матвеевна,20-06-1980,20-07-2018,886
267,Смирнов Дамир Даниилович,08-09-1999,Смирнова Ясмина Ивановна,12-12-1991,07-04-2019,546
268,Михайлов Артём Андреевич,07-11-1981,Пирогова Агата Ивановна,07-07-1996,03-01-2019,546
269,Воробьев Савва Павлович,28-02-1999,Николаева Алиса Григорьевна,21-06-1982,13-05-2018,982
270,Власов Денис Степанович,19-01-1999,Вишневская Алисия Андреевна,27-11-1998,29-12-2021,288
271,Жуков Андрей Петрович,29-06-1993,Колесникова Злата Никитична,23-09-1998,05-09-2018,543
272,Пименов Демид Валерьевич,05-07-1986,Алексеева Ульяна Тимофеевна,26-01-1995,30-07-2023,613
273,Симонов Савва Дмитриевич,07-01-1984,Петухова Алиса Алексеевна,03-11-1993,02-02-2018,600
274,Колесов Адам Петрович,04-10-1980,Князева Валерия Ивановна,23-07-1980,14-06-2023,969
275,Суворов Матвей Богданович,23-02-1982,Григорьева Ксения Данииловна,08-07-1987,30-05-2023,970
276,Верещагин Даниил Демидович,19-04-1988,Вавилова Маргарита Никитична,20-01-1993,16-05-2020,128
277,Марков Максим Александрович,19-09-1991,Михеева Аделина Елисеевна,16-07-1999,18-02-2022,621
278,Степанов Андрей Григорьевич,25-04-1999,Бабушкина Амина Давидовна,13-09-1988,11-04-2021,122
279,Смирнов Степан Константинович,09-05-1990,Баранова Дарья Владимировна,25-02-1986,27-09-2021,367
280,Иванов Даниил Сергеевич,23-01-1997,Самойлова Дарина Кирилловна,20-06-1996,03-10-2023,422
281,Осипов Дмитрий Платонович,04-02-1989,Трофимова Ангелина Матвеевна,20-03-1998,17-12-2022,731
282,Новиков Андрей Денисович,15-01-1984,Дементьева Екатерина Никитична,17-11-1991,24-03-2023,974
283,Муравьев Тимур Андреевич,31-08-1985,Панина Таисия Денисовна,13-11-1993,08-12-2020,799
284,Ильин Матвей Максимович,08-11-1995,Ермакова Анастасия Павловна,30-01-1995,08-08-2021,762
285,Савельев Роман Михайлович,24-11-1991,Зайцева Виктория Никитична,13-05-1989,13-05-2023,152
286,Суворов Матвей Богданович,29-07-1988,Петровская Ева Егоровна,27-03-1996,23-05-2020,579
287,Васильев Давид Тимофеевич,15-05-1996,Колесникова Злата Никитична,23-02-1998,01-07-2020,493
288,Филатов Лука Андреевич,19-12-1991,Панина Таисия Денисовна,24-09-1992,21-01-2021,69
289,Васильев Давид Тимофеевич,24-08-1988,Крылова Елизавета Владиславовна,20-09-1986,19-11-2019,795
290,Савельев Роман Михайлович,21-05-1996,Куликова Дарья Георгиевна,24-06-1990,11-08-2019,754
291,Белов Евгений Артёмович,13-06-1986,Князева Валерия Ивановна,11-04-1998,12-06-2022,955
292,Сергеев Марк Алиевич,24-11-1997,Алексеева Арина Матвеевна,03-11-1981,10-06-2020,361
293,Пименов Демид Валерьевич,05-01-1981,Рябова Елизавета Владимировна,20-12-1985,16-10-2019,280
294,Казанцев Марк Назарович,14-07-1988,Андреева Варвара Арсентьевна,22-03-1985,25-11-2019,648
295,Михайлов Артём Андреевич,24-12-1993,Нечаева Алёна Александровна,15-11-1986,04-05-2020,432
296,Петров Матвей Юрьевич,29-09-1998,Маркова Мария Леоновна,28-10-1990,25-05-2021,401
297,Смирнов Степан Константинович,10-06-1989,Комарова Мария Михайловна,13-10-1980,22-04-2023,155
298,Иванов Михаил Сергеевич,22-02-1996,Кузьмина Айлин Степановна,03-08-1996,09-11-2018,950
299,Родионов Михаил Дмитриевич,22-06-1990,Васильева Анна Сергеевна,04-05-1987,28-02-2023,743
300,Федоров Вячеслав Юрьевич,18-10-1995,Зайцева Ксения Артемьевна,23-06-1998,23-05-2022,66
301,Смирнов Дамир Даниилович,25-08-1984,Григорьева Алиса Марковна,05-05-1983,15-03-2020,685
302,Королев Владимир Даниилович,11-09-1992,Куликова Мелания Платоновна,30-07-1984,24-12-2023,936
303,Винокуров Кирилл Алиевич,23-10-1986,Кононова Алина Георгиевна,18-09-1985,17-03-2020,717
304,Сергеев Марк Алиевич,10-06-1980,Кудряшова Полина Алиевна,02-08-1996,08-06-2021,883
305,Жуков Андрей Петрович,27-12-1990,Макарова София Тимофеевна,08-01-1987,31-07-2021,747
306,Миронов Фёдор Григорьевич,19-05-1989,Баранова Дарья Владимировна,28-11-1987,09-04-2018,986
307,Винокуров Кирилл Алиевич,21-05-1994,Ершова София Максимовна,06-11-1985,07-01-2019,252
308,Фомин Лев Александрович,29-09-1996,Дементьева Екатерина Никитична,19-01-1995,17-03-2021,294
309,Власов Андрей Семёнович,25-10-1984,Петрова Аделина Данииловна,22-03-1993,28-12-2019,702
310,Ефремов Дмитрий Всеволодович,30-03-1992,Вавилова Маргарита Никитична,28-03-1987,26-09-2018,120
311,Булгаков Иван Владимирович,21-04-1988,Комарова Мария Михайловна,20-04-1986,07-12-2023,531
312,Казанцев Марк Назарович,16-11-1998,Климова Александра Артемьевна,26-12-1980,04-09-2023,535
313,Смирнов Лев Михайлович,22-03-1998,Вавилова Маргарита Никитична,23-10-1987,15-02-2023,499
314,Суворов Матвей Богданович,27-11-1981,Толкачева Софья Ивановна,14-10-1983,19-11-2018,504
315,Герасимов Давид Петрович,21-05-1984,Зайцева Ксения Артемьевна,21-04-1987,08-03-2023,607
316,Марков Максим Александрович,09-11-1993,Зайцева Вероника Саввична,18-03-1999,12-02-2023,542
317,Жуков Андрей Петрович,27-11-1989,Кузьмина Айлин Степановна,12-02-1987,10-03-2018,174
318,Корнилов Олег Вадимович,29-04-1983,Маркова Мария Леоновна,20-10-1984,30-12-2018,83
319,Муравьев Тимур Андреевич,11-06-1991,Павлова Александра Ярославовна,30-05-1982,21-04-2023,955
320,Воробьев Савва Павлович,05-05-1986,Маркова Мария Леоновна,12-04-1986,09-02-2021,991
321,Фетисов Кирилл Артемьевич,22-10-1989,Михеева Аделина Елисеевна,16-11-1990,29-11-2021,177
322,Беляков Матвей Егорович,26-07-1987,Пахомова Майя Никитична,30-09-1991,21-05-2023,276
323,Царев Мартин Андреевич,29-10-1987,Маркова Мария Леоновна,21-02-1998,20-07-2021,572
324,Горшков Егор Артёмович,12-04-1997,Васильева Анна Сергеевна,19-04-1987,30-01-2020,226
325,Федоров Вячеслав Юрьевич,16-06-1990,Алексеева Ульяна Тимофеевна,02-10-1999,09-09-2019,829
326,Елисеев Денис Никитич,16-04-1980,Пахомова Майя Никитична,29-01-1994,23-04-2021,232
327,Беляков Матвей Егорович,22-05-1985,Кононова Алина Георгиевна,04-11-1986,11-03-2019,441
328,Буров Дмитрий Лукич ,19-02-1993,Колесникова Злата Никитична,05-08-1985,17-02-2019,417
329,Белов Евгений Артёмович,12-08-1989,Борисова Вероника Савельевна,16-02-1982,17-07-2023,935
330,Кочетков Андрей Леонидович,09-03-1999,Хромова Варвара Леоновна,29-07-1989,10-08-2021,49
331,Власов Денис Степанович,13-04-1997,Суворова Стефания Артёмовна,22-04-1981,04-02-2020,90
332,Смирнов Дмитрий Григорьевич,04-11-1997,Емельянова Арина Артёмовна,30-04-1989,22-10-2020,375
333,Беляков Матвей Егорович,14-01-1992,Кузьмина Айлин Степановна,25-04-1999,19-01-2022,819
334,Дмитриев Тимофей Михайлович,15-09-1985,Зайцева Ксения Артемьевна,14-01-1980,16-05-2021,595
335,Кононов Виктор Максимович,20-02-1986,Макарова София Тимофеевна,10-07-1980,15-01-2018,774
336,Герасимов Давид Петрович,02-05-1993,Козлова Ясмина Михайловна,12-06-1983,26-07-2020,541
337,Егоров Максим Даниилович,04-11-1983,Павлова Агата Савельевна,22-01-1994,17-07-2019,749
338,Калачев Всеволод Леонидович,02-07-1993,Львова Дарина Марковна,27-11-1993,27-04-2020,748
339,Давыдов Иван Матвеевич,17-06-1981,Смирнова Екатерина Михайловна,18-09-1980,27-12-2018,491
340,Васильев Давид Тимофеевич,14-05-1986,Козлова Мария Алексеевна,06-10-1983,02-01-2021,998
341,Горбачев Александр Тихонович,09-08-1992,Смирнова Ясмина Ивановна,02-07-1983,16-02-2018,852
342,Молчанов Иван Максимович,30-09-1982,Иванова Алиса Тихоновна,05-11-1999,15-04-2020,62
343,Смирнов Степан Константинович,01-09-1999,Григорьева Ксения Данииловна,25-04-1986,21-07-2021,331
344,Марков Максим Александрович,25-07-1993,Григорьева Ксения Данииловна,25-04-1990,15-10-2023,658
345,Федоров Вячеслав Юрьевич,16-04-1998,Добрынина Милана Данииловна,26-06-1996,08-06-2021,78
346,Булгаков Иван Владимирович,03-02-1994,Михеева Аделина Елисеевна,22-01-1998,15-05-2021,803
347,Филатов Лука Андреевич,25-08-1997,Седова София Игоревна,25-04-1999,19-04-2023,258
348,Булгаков Иван Владимирович,21-12-1980,Петровская Амира Тимофеевна,30-10-1993,07-08-2021,76
349,Осипов Дмитрий Платонович,16-01-1995,Дроздова Марина Михайловна,09-10-1995,15-12-2023,227
350,Пантелеев Максим Алексеевич,12-02-1984,Петухова Алиса Алексеевна,11-06-1986,22-01-2020,227
351,Беляков Матвей Егорович,26-07-1984,Куликова Дарья Георгиевна,07-11-1981,15-03-2019,684
352,Данилов Владимир Егорович,05-08-1984,Дементьева Екатерина Никитична,28-05-1997,02-09-2022,135
353,Царев Мартин Андреевич,08-09-1997,Кузнецова Ксения Вячеславовна,31-01-1982,12-09-2018,896
354,Князев Марк Вадимович,29-02-1984,Савельева София Мироновна,26-08-1997,01-12-2020,643
355,Васильев Павел Артёмович,21-08-1992,Дубова Ксения Алексеевна,13-11-1987,27-05-2019,929
356,Марков Максим Александрович,08-11-1986,Зайцева Виктория Никитична,12-02-1999,22-12-2019,88
357,Левин Артемий Степанович,08-04-1987,Самсонова Виктория Степановна,03-05-1983,01-05-2023,954
358,Новиков Виктор Маркович,29-05-1981,Ермакова Анастасия Павловна,17-05-1991,05-08-2022,624
359,Королев Владимир Даниилович,25-05-1987,Андреева Варвара Арсентьевна,04-08-1992,01-09-2018,879
360,Савельев Роман Михайлович,15-02-1982,Розанова Виктория Кирилловна,06-04-1988,01-11-2019,521
361,Осипов Максим Максимович,20-03-1992,Макарова София Тимофеевна,17-03-1998,15-03-2020,755
362,Иванов Даниил Сергеевич,29-09-1983,Дубова Ксения Алексеевна,17-09-1984,05-01-2018,256
363,Белов Евгений Артёмович,19-10-1992,Петрова Юлия Никитична,12-02-1991,13-08-2021,872
364,Казанцев Марк Назарович,22-08-1996,Зайцева Виктория Никитична,14-02-1987,19-05-2022,837
365,Верещагин Даниил Демидович,19-03-1987,Кононова Алина Георгиевна,16-06-1980,27-04-2018,13
366,Муравьев Тимур Андреевич,10-06-1988,Куликова Дарья Георгиевна,11-05-1999,04-12-2023,859
367,Макаров Тимур Артёмович,13-03-1989,Михеева Аделина Елисеевна,23-07-1987,23-08-2021,479
368,Фетисов Кирилл Артемьевич,22-07-1980,Пирогова Агата Ивановна,09-11-1988,18-05-2023,227
369,Фетисов Кирилл Артемьевич,25-09-1995,Самойлова Дарина Кирилловна,23-11-1996,30-08-2018,628
370,Калачев Всеволод Леонидович,04-11-1980,Пирогова Агата Ивановна,12-05-1991,26-09-2021,763
371,Белов Евгений Артёмович,21-03-1998,Кошелева Эмилия Максимовна,25-02-1981,15-04-2019,693
372,Ильин Матвей Максимович,29-07-1980,Колосова Виктория Дмитриевна,13-11-1983,13-07-2018,839
373,Егоров Максим Даниилович,09-01-1988,Иванова Анна Григорьевна,09-12-1988,20-11-2022,703
374,Смирнов Степан Константинович,05-06-1990,Колесникова Злата Никитична,03-12-1995,26-11-2019,180
375,Воронин Савелий Иванович,11-11-1982,Зайцева Вероника Саввична,13-03-1981,26-12-2021,538
376,Калачев Всеволод Леонидович,12-08-1994,Семенова Анна Кирилловна,15-04-1982,15-04-2021,519
377,Сергеев Марк Алиевич,22-06-1986,Пирогова Агата Ивановна,02-06-1990,06-10-2022,932
378,Молчанов Иван Максимович,19-02-1991,Добрынина Милана Данииловна,02-04-1981,10-09-2019,498
379,Корчагин Даниил Борисович,12-06-1981,Пахомова Майя Никитична,25-02-1995,04-03-2022,46
380,Титов Артур Артёмович,18-05-1994,Назарова Ульяна Арсеновна,07-10-1985,29-05-2020,49
381,Иванов Даниил Сергеевич,29-10-1982,Назарова Вероника Платоновна,20-08-1998,23-08-2022,387
382,Воронин Савелий Иванович,24-12-1982,Савельева София Мироновна,19-04-1987,30-04-2021,716
383,Попов Вячеслав Михайлович,22-11-1996,Трофимова Ангелина Матвеевна,10-07-1998,05-09-2020,998
384,Фетисов Кирилл Артемьевич,19-07-1995,Толкачева Софья Ивановна,16-02-1995,17-05-2020,445
385,Булгаков Иван Владимирович,03-08-1990,Алексеева Арина Матвеевна,24-06-1980,16-10-2018,219
386,Фомин Лев Александрович,26-09-1989,Казакова Арина Александровна,04-06-1991,19-01-2022,639
387,Миронов Фёдор Григорьевич,22-11-1998,Андреева Варвара Арсентьевна,25-01-1990,19-06-2021,914
388,Жуков Андрей Петрович,01-08-1993,Кошелева Эмилия Максимовна,03-11-1981,19-12-2020,187
389,Васильев Павел Артёмович,16-07-1987,Назарова Ульяна Арсеновна,30-08-1990,01-04-2020,722
390,Яковлев Даниил Георгиевич,19-04-1982,Пирогова Агата Ивановна,15-09-1993,25-02-2018,928
391,Власов Андрей Семёнович,10-03-1999,Смирнова Ясмина Ивановна,28-07-1989,04-09-2019,777
392,Винокуров Кирилл Алиевич,13-04-1996,Розанова Виктория Кирилловна,04-08-1980,06-01-2022,946
393,Пименов Демид Валерьевич,12-12-1999,Емельянова Арина Артёмовна,28-06-1984,01-04-2021,752
394,Смирнов Лев Михайлович,20-04-1987,Андреева Варвара Арсентьевна,13-07-1999,25-02-2021,948
395,Князев Марк Вадимович,18-07-1992,Назарова Ульяна Арсеновна,03-09-1994,27-05-2021,478
396,Васильев Егор Тимофеевич,25-12-1994,Самойлова Дарина Кирилловна,08-11-1983,04-03-2023,373
397,Давыдов Иван Матвеевич,04-06-1986,Самсонова Виктория Степановна,01-10-1995,11-01-2018,158
398,Медведев Артём Ярославович,09-12-1987,Зайцева Виктория Никитична,20-08-1994,25-07-2023,919
399,Верещагин Даниил Демидович,08-10-1988,Григорьева Алиса Марковна,15-02-1999,01-03-2021,910
400,Сорокин Артём Даниилович,30-09-1983,Дроздова Марина Михайловна,07-06-1999,25-04-2018,281
401,Константинов Артемий Викторович,28-02-1981,Куликова Мелания Платоновна,22-04-1993,10-07-2019,38
402,Михайлов Артём Андреевич,11-07-1996,Архипова Варвара Макаровна,19-03-1998,29-08-2019,169
403,Левин Артемий Степанович,09-04-1997,Зайцева Виктория Никитична,25-12-1986,15-08-2018,320
404,Медведев Александр Платонович,09-07-1985,Головина Анисия Михайловна,15-09-1996,25-12-2021,729
405,Новиков Виктор Маркович,08-07-1996,Петровская Амира Тимофеевна,10-07-1989,31-03-2022,955
406,Попов Вячеслав Михайлович,12-06-1981,Ершова София Максимовна,22-08-1993,15-09-2019,765
407,Овчинников Владимир Алексеевич,04-07-1999,Семенова Анна Кирилловна,14-10-1981,15-03-2023,996
408,Федоров Вячеслав Юрьевич,09-02-1999,Зайцева Ксения Артемьевна,21-07-1987,12-01-2022,392
409,Кочетков Андрей Леонидович,15-10-1982,Борисова Вероника Савельевна,02-06-1988,28-12-2020,731
410,Смирнов Степан Константинович,01-05-1992,Розанова Виктория Кирилловна,05-08-1992,03-12-2018,209
411,Васильев Егор Тимофеевич,28-07-1999,Ершова София Максимовна,27-09-1990,05-08-2023,831
412,Новиков Виктор Маркович,22-08-1985,Макарова София Тимофеевна,17-11-1994,17-05-2021,17
413,Жуков Андрей Петрович,22-11-1993,Старостина Ульяна Даниэльевна,28-04-1993,06-05-2022,343
414,Суворов Матвей Богданович,10-07-1988,Козлова Мария Алексеевна,19-06-1983,27-06-2019,742
415,Степанов Андрей Григорьевич,30-03-1984,Кочеткова Полина Робертовна,20-12-1989,03-07-2020,766
416,Беляков Матвей Егорович,06-08-1991,Добрынина Милана Данииловна,14-01-1997,07-09-2023,942
417,Новиков Виктор Маркович,13-01-1987,Смирнова Стефания Всеволодовна,19-02-1990,28-01-2020,985
418,Егоров Максим Даниилович,01-09-1999,Вишневская Алисия Андреевна,07-04-1993,03-06-2021,284
419,Константинов Артемий Викторович,13-04-1993,Львова Дарина Марковна,17-08-1998,14-03-2019,981
420,Родионов Михаил Дмитриевич,19-05-1985,Назарова Ульяна Арсеновна,05-08-1991,21-01-2018,300
421,Корнилов Олег Вадимович,28-10-1982,Макарова София Тимофеевна,01-06-1998,11-02-2023,449
422,Калачев Всеволод Леонидович,19-12-1985,Тихомирова Ксения Львовна,01-05-1987,17-06-2022,871
423,Миронов Фёдор Григорьевич,22-09-1982,Михеева Аделина Елисеевна,20-06-1988,30-10-2022,688
424,Шестаков Константин Степанович,26-12-1987,Панина Таисия Денисовна,01-02-1987,27-09-2018,242
425,Сергеев Марк Алиевич,19-04-1989,Лобанова Полина Андреевна,26-06-1987,20-11-2019,322
426,Симонов Савва Дмитриевич,07-05-1983,Добрынина Милана Данииловна,31-01-1998,19-08-2020,919
427,Горбачев Александр Тихонович,23-04-1996,Дементьева Екатерина Лукинична,28-10-1995,14-01-2021,391
428,Осипов Максим Максимович,23-08-1994,Кузнецова Ксения Вячеславовна,14-03-1982,15-07-2018,73
429,Симонов Савва Дмитриевич,03-09-1984,Пахомова Майя Никитична,25-07-1994,12-08-2020,674
430,Титов Артур Артёмович,01-02-1993,Лебедева Мария Егоровна,05-12-1984,10-04-2019,378
431,Калачев Всеволод Леонидович,14-05-1997,Степанова Екатерина Владимировна,23-07-1982,14-09-2019,122
432,Смирнов Матвей Максимович,30-11-1985,Николаева Алиса Григорьевна,04-10-1984,12-08-2021,982
433,Левин Артемий Степанович,23-10-1982,Дементьева Екатерина Никитична,09-09-1992,28-12-2021,751
434,Круглов Роман Максимович,18-07-1982,Дубова Ксения Алексеевна,18-07-1982,15-01-2022,477
435,Симонов Савва Дмитриевич,05-02-1982,Тихомирова Ксения Львовна,07-06-1980,24-04-2021,724
436,Пименов Демид Валерьевич,27-11-1989,Иванова Анна Григорьевна,01-05-1999,07-08-2021,422
437,Кузнецов Михаил Демидович,06-07-1996,Смирнова Екатерина Михайловна,26-05-1980,23-02-2019,835
438,Романов Вячеслав Савельевич,03-06-1994,Нечаева Алёна Александровна,03-09-1994,25-10-2020,801
439,Власов Андрей Семёнович,30-12-1999,Николаева Алиса Григорьевна,13-02-1991,11-07-2020,852
440,Кузнецов Михаил Демидович,27-02-1998,Михеева Аделина Елисеевна,16-03-1987,02-11-2023,368
441,Медведев Артём Ярославович,29-01-1992,Вишневская Алисия Андреевна,27-11-1989,16-09-2019,216
442,Смирнов Дамир Даниилович,21-08-1986,Ильина Вероника Олеговна,08-10-1982,26-02-2023,551
443,Королев Владимир Даниилович,19-04-1996,Морозова Дарина Артёмовна,08-12-1988,01-05-2021,264
444,Муратов Вячеслав Дмитриевич,14-11-1987,Алексеева Ульяна Тимофеевна,14-09-1999,01-12-2019,754
445,Медведев Александр Платонович,18-01-1984,Павлова Александра Ярославовна,10-02-1992,26-09-2019,862
446,Калачев Всеволод Леонидович,28-07-1989,Андреева Варвара Арсентьевна,09-07-1993,05-11-2022,439
447,Елисеев Денис Никитич,09-10-1980,Колосова Виктория Дмитриевна,05-03-1994,11-05-2020,532
448,Дубинин Мирон Егорович,16-12-1984,Головина Анисия Михайловна,26-04-1993,18-04-2021,625
449,Яковлев Даниил Георгиевич,02-08-1993,Григорьева Ксения Данииловна,02-01-1983,10-06-2021,721
450,Пименов Демид Валерьевич,02-01-1988,Хромова Варвара Леоновна,01-10-1999,27-05-2018,33
451,Степанов Андрей Григорьевич,04-08-1982,Михайлова София Алексеевна,14-03-1983,30-11-2022,140
452,Смирнов Дмитрий Григорьевич,04-04-1998,Вишневская Алисия Андреевна,28-02-1994,06-12-2019,522
453,Молчанов Иван Максимович,24-07-1981,Смирнова Ясмина Ивановна,25-12-1992,13-11-2021,837
454,Колесов Адам Петрович,09-02-1994,Зайцева Вероника Саввична,12-05-1999,13-04-2023,3
455,Калачев Всеволод Леонидович,10-06-1999,Семенова Анна Кирилловна,23-12-1987,06-02-2019,297
456,Верещагин Даниил Демидович,10-07-1993,Козлова Ясмина Михайловна,20-05-1999,25-03-2020,261
457,Родионов Михаил Дмитриевич,12-07-1997,Седова София Игоревна,29-10-1989,25-12-2022,429
458,Кононов Виктор Максимович,03-08-1984,Макарова София Тимофеевна,13-01-1998,11-05-2021,127
459,Новиков Андрей Денисович,16-08-1986,Нечаева Алёна Александровна,08-04-1998,09-01-2018,612
460,Смирнов Лев Михайлович,12-06-1997,Колесникова Злата Никитична,19-03-1984,04-03-2019,136
461,Михайлов Артём Андреевич,05-03-1981,Головина Анисия Михайловна,18-09-1991,27-06-2023,573
462,Иванов Михаил Сергеевич,12-06-1983,Савельева София Мироновна,08-11-1996,24-08-2019,373
463,Петров Матвей Юрьевич,13-09-1989,Попова Вера Ивановна,17-02-1990,15-06-2023,60
464,Дегтярев Илья Тимофеевич,22-05-1987,Михайлова София Алексеевна,01-03-1987,11-06-2022,578
465,Елисеев Денис Никитич,09-08-1988,Вавилова Маргарита Никитична,17-09-1982,23-11-2020,684
466,Смирнов Дамир Даниилович,07-09-1990,Алексеева Арина Матвеевна,24-09-1998,04-05-2023,131
467,Осипов Дмитрий Платонович,20-09-1991,Кузьмина Айлин Степановна,04-11-1989,20-06-2023,672
468,Дегтярев Илья Тимофеевич,10-08-1989,Трофимова Ангелина Матвеевна,28-10-1991,23-10-2018,948
469,Дубинин Мирон Егорович,09-04-1991,Хромова Варвара Леоновна,21-09-1988,12-09-2018,42
470,Пименов Демид Валерьевич,05-03-1996,Михайлова София Алексеевна,07-03-1986,10-07-2018,852
471,Медведев Александр Платонович,17-07-1998,Маркова Мария Леоновна,25-12-1992,04-03-2022,625
472,Иванов Михаил Сергеевич,05-10-1997,Борисова София Фёдоровна,27-05-1982,16-01-2023,496
473,Аникин Фёдор Степанович,11-07-1997,Казакова Арина Александровна,12-03-1998,02-05-2018,806
474,Степанов Андрей Григорьевич,11-07-1999,Климова Александра Артемьевна,28-01-1987,21-06-2022,464
475,Осипов Дмитрий Платонович,12-09-1992,Зайцева Вероника Саввична,05-03-1986,25-03-2018,915
476,Смирнов Матвей Максимович,08-01-1987,Хромова Варвара Леоновна,18-10-1981,16-01-2020,322
477,Елисеев Денис Никитич,30-04-1980,Смирнова Дарья Леонидовна,02-06-1987,21-09-2021,581
478,Шестаков Константин Степанович,21-01-1985,Смирнова Варвара Борисовна,04-01-1998,10-02-2020,895
479,Миронов Фёдор Григорьевич,05-06-1990,Вишневская Алисия Андреевна,13-07-1997,06-06-2022,200
480,Аникин Фёдор Степанович,17-03-1980,Богомолова Лидия Вячеславовна,07-03-1984,10-10-2021,878
481,Егоров Максим Даниилович,22-01-1990,Алексеева Арина Матвеевна,04-08-1990,14-03-2022,224
482,Титов Артур Артёмович,09-01-1991,Ершова София Максимовна,09-05-1981,11-11-2023,27
483,Смирнов Дамир Даниилович,17-06-1986,Вишневская Алисия Андреевна,24-02-1993,10-08-2022,307
484,Давыдов Иван Матвеевич,21-04-1987,Дроздова Марина Михайловна,24-06-1982,20-10-2021,734
485,Крючков Алексей Васильевич,29-12-1982,Бабушкина Амина Давидовна,11-01-1982,05-08-2022,497
486,Царев Мартин Андреевич,26-10-1994,Князева Валерия Ивановна,07-12-1983,03-02-2021,231
487,Савельев Роман Михайлович,04-03-1993,Козлова Ясмина Михайловна,20-03-1985,13-05-2021,87
488,Сорокин Артём Даниилович,01-11-1988,Пирогова Агата Ивановна,11-03-1981,15-06-2018,428
489,Королев Владимир Даниилович,11-07-1990,Пирогова Агата Ивановна,22-11-1993,25-12-2023,309
490,Колесов Адам Петрович,22-10-1996,Алексеева Арина Матвеевна,10-09-1988,17-09-2022,266
491,Королев Владимир Даниилович,05-03-1982,Морозова Ева Данииловна,20-04-1980,27-02-2021,281
492,Власов Андрей Семёнович,04-03-1990,Кузина Полина Ильинична,04-12-1995,09-02-2021,81
493,Смирнов Дамир Даниилович,13-06-1989,Самойлова Дарина Кирилловна,19-07-1984,15-11-2020,357
494,Иванов Владимир Владиславович,25-05-1986,Павлова Александра Ярославовна,21-06-1989,18-02-2018,427
495,Степанов Андрей Григорьевич,14-06-1983,Лукина Арина Кирилловна,07-05-1999,15-08-2019,154
496,Власов Денис Степанович,01-01-1985,Львова Дарина Марковна,20-11-1984,07-02-2020,27
497,Дегтярев Илья Тимофеевич,05-10-1993,Ершова София Максимовна,12-10-1998,02-05-2019,47
498,Герасимов Давид Петрович,11-11-1990,Старостина Ульяна Даниэльевна,06-11-1988,25-03-2019,279
499,Казаков Марк Михайлович,28-11-1999,Седова София Игоревна,18-11-1990,11-11-2019,459
500,Казанцев Марк Назарович,24-04-1986,Ермакова Анастасия Павловна,12-10-1984,07-06-2018,432
501,Елисеев Денис Никитич,29-06-1988,Иванова Дарья Сергеевна,16-02-1999,06-06-2022,389
502,Попов Степан Кириллович,07-08-1995,Хромова Варвара Леоновна,24-08-1980,02-12-2019,819
503,Федоров Вячеслав Юрьевич,22-09-1992,Рябова Елизавета Владимировна,28-02-1986,18-04-2020,617
504,Гусев Станислав Викторович,22-03-1984,Розанова Виктория Кирилловна,15-10-1997,19-05-2022,449
505,Воронин Савелий Иванович,30-03-1992,Кузьмина Айлин Степановна,21-08-1981,13-07-2022,221
506,Корчагин Даниил Борисович,08-09-1983,Дементьева Екатерина Лукинична,09-09-1990,18-11-2020,495
507,Филатов Лука Андреевич,05-07-1987,Семенова Анна Кирилловна,12-11-1986,06-08-2018,535
508,Фомин Лев Александрович,19-12-1984,Кудряшова Полина Алиевна,20-01-1985,29-01-2022,814
509,Осипов Максим Максимович,29-12-1983,Вишневская Алисия Андреевна,03-01-1993,14-03-2023,366
510,Поликарпов Даниил Петрович,12-08-1992,Григорьева Алиса Марковна,01-02-1991,30-04-2022,709
511,Осипов Дмитрий Платонович,15-02-1980,Михеева Аделина Елисеевна,21-05-1993,12-06-2019,110
512,Сергеев Марк Алиевич,20-07-1998,Павловская Вероника Владимировна,21-09-1987,07-08-2019,897
513,Воронин Савелий Иванович,07-03-1982,Степанова Екатерина Владимировна,30-06-1995,15-01-2018,426
514,Родионов Михаил Дмитриевич,30-03-1987,Старостина Ульяна Даниэльевна,06-04-1990,12-03-2021,87
515,Аникин Фёдор Степанович,31-08-1993,Зайцева Виктория Никитична,09-11-1993,28-12-2022,976
516,Васильев Павел Артёмович,26-08-1989,Емельянова Арина Артёмовна,14-06-1981,03-01-2022,208
517,Миронов Фёдор Григорьевич,18-03-1996,Ильина Вероника Олеговна,06-09-1989,16-01-2019,144
518,Смирнов Матвей Максимович,03-09-1989,Головина Анисия Михайловна,28-12-1992,22-12-2019,173
519,Молчанов Иван Максимович,28-04-1993,Маркова Мария Леоновна,18-04-1984,11-07-2021,287
520,Данилов Владимир Егорович,27-02-1996,Антипова София Игоревна,02-01-1980,16-07-2022,318
521,Степанов Андрей Григорьевич,24-05-1999,Петрова Юлия Никитична,21-06-1994,20-09-2018,414
