,Groom fullname,Groom birth date,Bride fullname,Bride birth date,Wedding date,Registry office number
1564,Васильев Егор Тимофеевич,01-02-1984,Архипова Варвара Макаровна,19-07-1985,13-12-2018,2824
1565,Белоусов Фёдор Даниилович,10-09-1990,Макарова София Тимофеевна,02-07-1998,16-01-2018,1760
1566,Беляков Матвей Егорович,06-02-1993,Морозова Дарина Артёмовна,30-05-1999,29-12-2022,4746
1567,Родионов Михаил Дмитриевич,26-03-1984,Розанова Виктория Кирилловна,16-08-1980,03-01-2021,1783
1568,Дегтярев Илья Тимофеевич,02-10-1984,Козлова Ясмина Михайловна,01-04-1998,16-10-2018,2989
1569,Васильев Павел Артёмович,27-12-1994,Савельева София Мироновна,08-11-1984,30-05-2019,724
1570,Миронов Фёдор Григорьевич,23-12-1995,Трофимова Ангелина Матвеевна,08-01-1986,18-02-2023,229
1571,Осипов Дмитрий Платонович,14-11-1984,Попова Вера Ивановна,06-06-1982,03-08-2019,381
1572,Воронин Савелий Иванович,13-10-1985,Дубова Ксения Алексеевна,06-09-1998,06-08-2020,4166
1573,Аникин Фёдор Степанович,06-08-1991,Михайлова София Алексеевна,05-04-1980,07-08-2019,4668
1574,Попов Степан Кириллович,12-12-1999,Зайцева Вероника Саввична,22-11-1998,26-01-2021,3991
1575,Константинов Артемий Викторович,21-01-1987,Вишневская Алисия Андреевна,31-05-1999,20-05-2020,4868
1576,Корнилов Олег Вадимович,01-08-1990,Ильина Вероника Олеговна,06-12-1996,07-09-2022,2055
1577,Филатов Лука Андреевич,06-11-1985,Нечаева Алёна Александровна,15-07-1994,23-03-2018,2746
1578,Михайлов Артём Андреевич,04-06-1994,Кочеткова Полина Робертовна,04-09-1992,23-01-2018,1738
1579,Васильев Егор Тимофеевич,02-07-1985,Пахомова Майя Никитична,25-10-1996,26-01-2020,433
1580,Миронов Фёдор Григорьевич,21-03-1999,Баранова Дарья Владимировна,25-01-1985,14-11-2021,1025
1581,Новиков Виктор Маркович,19-12-1984,Вишневская Алисия Андреевна,16-07-1985,25-06-2018,2069
1582,Гусев Станислав Викторович,14-09-1986,Назарова Вероника Платоновна,28-01-1995,11-04-2022,1136
1583,Марков Максим Александрович,07-03-1988,Смирнова Стефания Всеволодовна,01-01-1993,30-10-2021,4291
1584,Корнилов Олег Вадимович,01-03-1998,Лаврентьева Таисия Артёмовна,25-12-1982,23-11-2021,4151
1585,Миронов Фёдор Григорьевич,30-06-1983,Казакова Арина Александровна,29-12-1987,01-04-2023,3821
1586,Овчинников Владимир Алексеевич,08-10-1986,Самойлова Дарина Кирилловна,09-07-1995,01-10-2021,788
1587,Федоров Вячеслав Юрьевич,12-12-1981,Зайцева Ксения Артемьевна,05-07-1983,30-10-2022,4923
1588,Верещагин Даниил Демидович,14-03-1983,Петрова Юлия Никитична,25-09-1991,12-02-2018,3994
1589,Сергеев Андрей Иванович,09-06-1980,Петровская Ева Егоровна,14-11-1987,21-10-2021,1108
1590,Фетисов Кирилл Артемьевич,09-03-1993,Лаврентьева Таисия Артёмовна,22-06-1994,30-05-2021,4996
1591,Новиков Виктор Маркович,18-10-1987,Андреева Варвара Арсентьевна,29-06-1980,26-09-2018,2736
1592,Винокуров Кирилл Алиевич,26-11-1994,Кочеткова Полина Робертовна,20-12-1981,09-04-2022,2839
1593,Винокуров Кирилл Алиевич,23-04-1988,Вавилова Маргарита Никитична,19-09-1981,09-02-2021,1412
1594,Винокуров Кирилл Алиевич,11-12-1981,Головина Анисия Михайловна,05-08-1982,12-07-2023,980
1595,Иванов Иван Макарович,21-09-1981,Антипова София Игоревна,21-05-1995,28-06-2021,4398
1596,Герасимов Давид Петрович,30-07-1994,Назарова Алина Михайловна,08-03-1981,10-08-2021,3919
1597,Савельев Роман Михайлович,27-04-1986,Смирнова Екатерина Михайловна,01-11-1998,18-12-2018,2143
1598,Корчагин Даниил Борисович,05-01-1989,Куликова Дарья Георгиевна,11-04-1991,26-08-2020,1365
1599,Верещагин Даниил Демидович,12-08-1986,Богомолова Лидия Вячеславовна,02-04-1999,19-11-2019,2045
1600,Кононов Виктор Максимович,15-03-1993,Смирнова Варвара Борисовна,29-04-1980,05-02-2018,3159
1601,Горшков Егор Артёмович,04-06-1997,Дроздова Марина Михайловна,06-08-1991,22-07-2019,1917
1602,Данилов Владимир Егорович,18-08-1982,Петрова Юлия Никитична,10-10-1987,18-09-2019,1555
1603,Новиков Андрей Денисович,23-03-1993,Самойлова Дарина Кирилловна,14-01-1983,22-12-2022,324
1604,Кузнецов Михаил Демидович,18-07-1994,Богомолова Лидия Вячеславовна,13-01-1997,10-04-2018,3756
1605,Мельников Арсений Данилович,29-08-1994,Михайлова София Алексеевна,27-09-1997,07-04-2022,4138
1606,Яковлев Даниил Георгиевич,15-02-1990,Борисова София Фёдоровна,11-12-1982,22-09-2019,1426
1607,Казанцев Марк Назарович,06-01-1996,Пахомова Майя Никитична,02-04-1995,14-12-2021,1160
1608,Елисеев Денис Никитич,10-07-1993,Самойлова Дарина Кирилловна,24-08-1984,31-08-2018,4630
1609,Калачев Всеволод Леонидович,15-06-1990,Дементьева Екатерина Никитична,03-01-1991,06-08-2022,1028
1610,Гусев Богдан Александрович,02-06-1997,Алексеева Арина Матвеевна,25-02-1981,05-03-2019,1962
1611,Крючков Алексей Васильевич,26-10-1980,Павлова Александра Ярославовна,19-04-1989,28-08-2018,1275
1612,Булгаков Иван Владимирович,16-05-1982,Смирнова Дарья Леонидовна,19-05-1988,14-06-2021,4398
1613,Левин Артемий Степанович,09-02-1990,Головина Анисия Михайловна,19-05-1989,07-08-2023,3905
1614,Беляков Матвей Егорович,13-09-1986,Кудряшова Полина Алиевна,26-05-1985,22-12-2022,4169
1615,Иванов Даниил Сергеевич,17-07-1992,Васильева Полина Михайловна,19-10-1989,05-12-2022,4894
1616,Фетисов Кирилл Артемьевич,28-06-1982,Медведева София Ильинична,06-02-1999,19-11-2019,3401
1617,Медведев Александр Платонович,12-10-1998,Петухова Алиса Алексеевна,01-11-1980,06-07-2023,1884
1618,Пименов Демид Валерьевич,18-01-1983,Седова София Игоревна,12-05-1997,22-04-2022,1436
1619,Егоров Максим Даниилович,30-08-1991,Дубова Ксения Алексеевна,13-05-1995,24-02-2021,2789
1620,Фомин Лев Александрович,02-11-1995,Нечаева Алёна Александровна,30-09-1989,22-07-2021,586
1621,Молчанов Иван Максимович,31-07-1980,Смирнова Варвара Борисовна,13-03-1998,26-09-2019,3147
1622,Иванов Михаил Сергеевич,03-11-1985,Петровская Амира Тимофеевна,27-12-1986,11-05-2022,3637
1623,Ефремов Дмитрий Всеволодович,04-12-1990,Козлова Ясмина Михайловна,20-07-1985,11-05-2019,3670
1624,Дегтярев Илья Тимофеевич,23-02-1991,Морозова Дарина Артёмовна,06-10-1991,19-10-2021,4013
1625,Князев Марк Вадимович,17-05-1985,Ильина Вероника Олеговна,28-04-1999,17-10-2022,706
1626,Хромов Кирилл Александрович,25-06-1999,Павлова Александра Ярославовна,27-05-1982,05-05-2022,1026
1627,Корнилов Олег Вадимович,09-02-1982,Ершова София Максимовна,19-06-1995,19-03-2022,2689
1628,Яковлев Даниил Георгиевич,15-08-1986,Морозова Дарина Артёмовна,25-02-1986,26-04-2018,3646
1629,Иванов Даниил Сергеевич,07-08-1981,Лебедева Мария Егоровна,13-01-1997,22-01-2020,4659
1630,Родионов Михаил Дмитриевич,26-03-1998,Ершова София Максимовна,26-06-1988,04-04-2021,4758
1631,Беляков Матвей Егорович,04-01-1983,Михеева Аделина Елисеевна,29-06-1999,08-07-2018,3245
1632,Константинов Артемий Викторович,16-08-1982,Львова Дарина Марковна,19-10-1984,16-07-2021,1674
1633,Попов Вячеслав Михайлович,24-07-1998,Васильева Анна Сергеевна,29-10-1990,02-11-2023,2290
1634,Корнилов Олег Вадимович,23-08-1987,Хромова Варвара Леоновна,19-09-1993,19-04-2019,2497
1635,Гусев Богдан Александрович,19-01-1999,Смирнова Варвара Борисовна,29-12-1986,29-06-2023,502
1636,Хромов Кирилл Александрович,29-03-1993,Козлова Мария Алексеевна,04-10-1999,13-12-2019,76
1637,Власов Денис Степанович,13-06-1998,Смирнова Ясмина Ивановна,23-09-1988,24-12-2022,1427
1638,Жуков Андрей Петрович,08-08-1993,Морозова Дарина Артёмовна,11-06-1999,24-06-2021,2067
1639,Филатов Лука Андреевич,07-07-1997,Павлова Александра Ярославовна,26-09-1991,18-09-2021,1996
1640,Константинов Артемий Викторович,10-12-1988,Кудряшова Полина Алиевна,06-12-1980,06-06-2022,1228
1641,Васильев Давид Тимофеевич,27-06-1996,Кочеткова Полина Робертовна,03-07-1989,25-08-2020,3525
1642,Медведев Артём Ярославович,14-03-1992,Лукина Арина Кирилловна,04-11-1994,14-07-2023,2195
1643,Давыдов Иван Матвеевич,03-06-1989,Васильева Полина Михайловна,19-02-1982,30-10-2022,4925
1644,Михайлов Артём Андреевич,20-04-1982,Казакова Арина Александровна,25-07-1999,22-01-2019,2189
1645,Пантелеев Максим Алексеевич,19-03-1981,Панина Таисия Денисовна,27-04-1982,20-04-2018,3625
1646,Попов Степан Кириллович,22-03-1998,Дроздова Марина Михайловна,11-06-1989,10-08-2020,1450
1647,Васильев Давид Тимофеевич,08-09-1990,Кузина Полина Ильинична,07-10-1980,24-02-2023,848
1648,Иванов Даниил Сергеевич,18-12-1990,Иванова Дарья Сергеевна,23-03-1986,14-02-2020,3875
1649,Горшков Егор Артёмович,14-04-1994,Нечаева Алёна Александровна,02-03-1999,06-11-2022,1096
1650,Воробьев Савва Павлович,14-01-1981,Морозова Ева Данииловна,29-04-1996,07-09-2023,2578
1651,Савельев Роман Михайлович,11-06-1981,Кочеткова Полина Робертовна,10-01-1987,31-07-2022,3647
1652,Родионов Михаил Дмитриевич,14-04-1985,Васильева Полина Михайловна,08-11-1995,27-06-2021,1713
1653,Кочетков Андрей Леонидович,14-04-1988,Назарова Вероника Платоновна,08-04-1998,29-09-2022,2319
1654,Жуков Андрей Петрович,26-01-1996,Пахомова Майя Никитична,02-09-1986,26-10-2023,4831
1655,Горшков Егор Артёмович,14-08-1983,Дементьева Екатерина Никитична,21-03-1991,16-11-2021,3446
1656,Новиков Виктор Маркович,18-11-1980,Колесникова Злата Никитична,23-10-1984,07-02-2021,2484
1657,Новиков Даниил Матвеевич,11-01-1982,Михеева Аделина Елисеевна,20-09-1986,24-03-2022,2698
1658,Белоусов Фёдор Даниилович,08-12-1994,Петухова Алиса Алексеевна,04-01-1995,30-03-2022,3980
1659,Власов Андрей Семёнович,25-02-1997,Петровская Амира Тимофеевна,19-12-1981,14-04-2023,4523
1660,Иванов Михаил Сергеевич,03-04-1981,Мартынова Полина Ивановна,16-05-1990,29-08-2021,440
1661,Смирнов Лев Михайлович,12-03-1985,Михеева Аделина Елисеевна,14-11-1999,20-09-2022,526
1662,Попов Степан Кириллович,31-07-1985,Петровская Амира Тимофеевна,16-07-1986,21-04-2023,1124
1663,Левин Артемий Степанович,03-07-1983,Лукина Арина Кирилловна,06-07-1997,17-11-2020,2161
1664,Сорокин Артём Даниилович,02-01-1980,Кузьмина Айлин Степановна,04-01-1989,28-07-2018,438
1665,Новиков Андрей Денисович,29-07-1986,Иванова Дарья Сергеевна,12-05-1999,16-09-2018,1907
1666,Овчинников Владимир Алексеевич,22-09-1991,Казакова Арина Александровна,30-01-1998,19-09-2018,3011
1667,Королев Владимир Даниилович,21-06-1989,Кудряшова Полина Алиевна,26-06-1985,03-06-2020,3999
1668,Медведев Александр Платонович,18-08-1981,Емельянова Арина Артёмовна,11-01-1998,02-12-2022,2379
1669,Хромов Кирилл Александрович,23-01-1997,Рябова Елизавета Владимировна,05-11-1984,27-04-2021,2936
1670,Корнилов Олег Вадимович,08-11-1992,Павловская Вероника Владимировна,09-09-1988,28-10-2021,3816
1671,Казаков Марк Михайлович,29-04-1982,Львова Дарина Марковна,19-07-1984,07-11-2019,1943
1672,Лебедев Тимур Максимович,20-07-1995,Смирнова Стефания Всеволодовна,22-04-1984,29-09-2018,3417
1673,Макаров Давид Артурович,09-12-1980,Богомолова Лидия Вячеславовна,09-12-1990,05-07-2019,3961
1674,Воробьев Савва Павлович,20-12-1989,Козлова Ясмина Михайловна,21-02-1990,31-05-2021,3480
1675,Смирнов Дамир Даниилович,25-11-1998,Борисова Вероника Савельевна,03-02-1980,01-05-2019,1580
1676,Сергеев Марк Алиевич,04-12-1991,Архипова Варвара Макаровна,21-10-1984,14-01-2022,812
1677,Круглов Роман Максимович,07-06-1987,Трофимова Ангелина Матвеевна,02-09-1999,24-10-2023,3591
1678,Волков Герман Степанович,06-12-1986,Павлова Агата Савельевна,17-05-1993,27-02-2019,1936
1679,Беляков Матвей Егорович,21-06-1992,Лебедева Мария Егоровна,18-05-1998,23-06-2021,245
1680,Марков Максим Александрович,30-07-1997,Климова Александра Артемьевна,25-02-1989,25-06-2023,477
1681,Попов Степан Кириллович,21-01-1993,Петухова Алиса Алексеевна,22-07-1998,13-05-2020,3893
1682,Фетисов Кирилл Артемьевич,08-02-1996,Старостина Ульяна Даниэльевна,23-03-1985,09-02-2018,1996
1683,Мельников Арсений Данилович,10-08-1998,Головина Анисия Михайловна,14-10-1995,24-11-2020,1479
1684,Елисеев Денис Никитич,20-10-1986,Степанова Екатерина Владимировна,07-07-1989,25-06-2021,3170
1685,Сорокин Артём Даниилович,06-09-1991,Тихомирова Ксения Львовна,29-06-1981,06-05-2023,1769
1686,Поликарпов Даниил Петрович,11-07-1992,Куликова Мелания Платоновна,25-05-1982,15-02-2023,4817
1687,Мельников Арсений Данилович,16-07-1998,Степанова Екатерина Владимировна,06-04-1986,03-06-2019,4108
1688,Сергеев Марк Алиевич,06-11-1986,Петровская Амира Тимофеевна,07-02-1991,04-09-2023,3140
1689,Горшков Егор Артёмович,07-03-1982,Кононова Алина Георгиевна,05-11-1985,17-05-2018,2001
1690,Родионов Михаил Дмитриевич,30-12-1996,Вишневская Алисия Андреевна,14-05-1992,30-08-2022,4389
1691,Дегтярев Илья Тимофеевич,10-02-1998,Самойлова Дарина Кирилловна,29-01-1994,07-09-2023,588
1692,Осипов Дмитрий Платонович,06-09-1985,Степанова Екатерина Владимировна,22-10-1995,07-06-2022,2313
1693,Гусев Станислав Викторович,22-05-1987,Григорьева Ксения Данииловна,12-03-1997,19-06-2023,1700
1694,Филатов Лука Андреевич,18-04-1981,Комарова Мария Михайловна,30-07-1999,16-08-2018,4103
1695,Иванов Даниил Сергеевич,03-10-1982,Иванова Алиса Тихоновна,15-12-1981,28-01-2018,1681
1696,Попов Вячеслав Михайлович,10-01-1989,Григорьева Алиса Марковна,30-05-1997,01-02-2020,4113
1697,Смирнов Дмитрий Григорьевич,09-01-1980,Михеева Аделина Елисеевна,29-03-1990,15-05-2022,2607
1698,Яковлев Даниил Георгиевич,09-08-1983,Куликова Мелания Платоновна,23-04-1981,29-07-2020,3703
1699,Воронин Савелий Иванович,28-12-1997,Морозова Ева Данииловна,20-07-1983,16-07-2019,3934
1700,Сергеев Андрей Иванович,09-04-1987,Семенова Анна Кирилловна,14-02-1986,10-09-2023,1736
1701,Смирнов Лев Михайлович,17-04-1994,Попова Вера Ивановна,28-01-1991,12-10-2023,3330
1702,Васильев Егор Тимофеевич,05-06-1981,Назарова Вероника Платоновна,14-11-1991,27-01-2022,2165
1703,Федоров Вячеслав Юрьевич,20-03-1992,Пахомова Майя Никитична,18-09-1998,20-12-2021,4883
1704,Макаров Тимур Артёмович,05-10-1997,Маркова Мария Леоновна,09-10-1985,03-10-2022,1329
1705,Пантелеев Максим Алексеевич,10-08-1995,Морозова Дарина Артёмовна,09-08-1999,24-08-2021,811
1706,Фетисов Кирилл Артемьевич,17-05-1980,Кузнецова Ксения Вячеславовна,26-12-1997,10-02-2020,493
1707,Казанцев Марк Назарович,24-01-1985,Добрынина Милана Данииловна,27-09-1983,23-11-2018,1468
1708,Смирнов Лев Михайлович,30-07-1994,Иванова Алиса Тихоновна,18-03-1983,31-07-2023,4663
1709,Муратов Вячеслав Дмитриевич,20-06-1982,Иванова Анна Григорьевна,04-05-1985,01-11-2019,4987
1710,Смирнов Дамир Даниилович,05-05-1987,Ильина Вероника Олеговна,15-06-1982,09-04-2021,4788
1711,Петров Матвей Юрьевич,13-06-1988,Козлова Мария Алексеевна,03-12-1997,14-12-2019,1798
1712,Гусев Богдан Александрович,30-12-1995,Петрова Юлия Никитична,18-07-1999,09-01-2021,164
1713,Попов Вячеслав Михайлович,24-12-1982,Крылова Елизавета Владиславовна,04-08-1991,27-10-2023,1084
1714,Фомин Лев Александрович,29-01-1997,Семенова Анна Кирилловна,09-12-1992,30-01-2021,4796
1715,Новиков Андрей Денисович,09-11-1987,Васильева Полина Михайловна,09-04-1991,24-08-2021,1024
1716,Васильев Давид Тимофеевич,25-01-1980,Бабушкина Амина Давидовна,09-06-1998,21-08-2023,4082
1717,Воробьев Савва Павлович,16-02-1997,Архипова Варвара Макаровна,12-10-1997,02-08-2021,2312
1718,Новиков Андрей Денисович,21-10-1985,Петровская Ева Егоровна,22-04-1997,19-10-2021,2201
1719,Сергеев Андрей Иванович,10-10-1990,Князева Валерия Ивановна,12-10-1989,22-08-2023,4147
1720,Казаков Марк Михайлович,09-06-1985,Козлова Ясмина Михайловна,17-07-1986,20-10-2022,831
1721,Новиков Даниил Матвеевич,04-05-1998,Баранова Дарья Владимировна,16-05-1985,11-12-2019,4721
1722,Фетисов Кирилл Артемьевич,09-04-1989,Крылова Елизавета Владиславовна,24-08-1996,12-03-2023,386
1723,Елисеев Денис Никитич,26-07-1989,Морозова Ева Данииловна,11-04-1990,15-03-2018,375
1724,Ширяев Кирилл Ильич,19-11-1984,Борисова София Фёдоровна,08-09-1993,23-01-2019,657
1725,Овчинников Владимир Алексеевич,18-10-1994,Лукина Арина Кирилловна,15-09-1997,02-05-2021,4627
1726,Соловьев Илья Денисович,20-03-1984,Ершова София Максимовна,12-07-1988,30-07-2022,1675
1727,Корчагин Даниил Борисович,22-01-1993,Кочеткова Полина Робертовна,01-10-1981,06-12-2018,3669
1728,Иванов Михаил Сергеевич,28-10-1985,Смирнова Ясмина Ивановна,13-08-1995,03-07-2022,4634
1729,Винокуров Степан Николаевич,27-02-1994,Колесникова Злата Никитична,27-03-1990,07-12-2022,1617
1730,Симонов Савва Дмитриевич,09-05-1990,Колесникова Злата Никитична,29-04-1997,10-03-2022,3153
1731,Казаков Марк Михайлович,06-08-1986,Суворова Стефания Артёмовна,26-09-1996,10-03-2021,1884
1732,Верещагин Даниил Демидович,19-06-1982,Иванова Анна Григорьевна,01-08-1991,05-01-2019,163
1733,Шестаков Константин Степанович,05-10-1997,Кононова Алина Георгиевна,17-12-1983,31-05-2022,1177
1734,Родионов Михаил Дмитриевич,10-12-1984,Кононова Алина Георгиевна,09-11-1990,18-01-2018,2669
1735,Казаков Марк Михайлович,11-12-1994,Смирнова Стефания Всеволодовна,18-04-1986,29-05-2020,2331
1736,Константинов Артемий Викторович,10-08-1992,Дроздова Марина Михайловна,21-06-1996,09-05-2022,3618
1737,Мельников Арсений Данилович,16-06-1981,Лебедева Мария Егоровна,02-04-1994,28-08-2023,4481
1738,Давыдов Иван Матвеевич,20-07-1996,Петровская Амира Тимофеевна,30-10-1995,27-04-2020,919
1739,Горшков Егор Артёмович,28-07-1991,Медведева София Ильинична,18-10-1996,28-02-2022,3799
1740,Сергеев Марк Алиевич,27-06-1994,Самсонова Виктория Степановна,23-05-1997,01-08-2018,4651
1741,Ефремов Дмитрий Всеволодович,21-01-1991,Добрынина Милана Данииловна,04-08-1989,23-11-2018,4854
1742,Булгаков Иван Владимирович,27-06-1993,Иванова Алиса Тихоновна,17-06-1988,11-01-2018,431
1743,Данилов Владимир Егорович,05-06-1990,Смирнова Ясмина Ивановна,15-01-1980,02-11-2019,2351
1744,Королев Владимир Даниилович,29-03-1981,Архипова Варвара Макаровна,24-07-1982,15-01-2023,3757
1745,Шестаков Константин Степанович,01-06-1982,Львова Дарина Марковна,12-04-1982,11-05-2019,4534
1746,Власов Денис Степанович,18-01-1993,Павлова Александра Ярославовна,05-08-1984,30-03-2018,4093
1747,Фетисов Кирилл Артемьевич,22-10-1983,Крылова Елизавета Владиславовна,23-02-1983,24-02-2022,505
1748,Макаров Давид Артурович,02-05-1980,Ермакова Анастасия Павловна,09-04-1981,14-10-2018,3013
1749,Белоусов Фёдор Даниилович,23-02-1995,Дементьева Екатерина Лукинична,21-02-1987,22-11-2020,3324
1750,Сорокин Артём Даниилович,25-06-1985,Трофимова Ангелина Матвеевна,20-09-1991,03-06-2018,2803
1751,Пименов Демид Валерьевич,04-02-1985,Иванова Алиса Тихоновна,20-08-1992,27-09-2019,4611
1752,Михайлов Артём Андреевич,26-12-1981,Алексеева Ульяна Тимофеевна,19-06-1985,14-03-2020,1966
1753,Симонов Савва Дмитриевич,29-09-1994,Кошелева Эмилия Максимовна,19-07-1982,31-08-2022,4713
1754,Казанцев Марк Назарович,13-10-1996,Старостина Ульяна Даниэльевна,27-07-1996,15-08-2023,914
1755,Круглов Роман Максимович,20-08-1995,Павловская Вероника Владимировна,21-11-1999,02-10-2020,2522
1756,Гусев Станислав Викторович,07-05-1984,Кузина Полина Ильинична,26-09-1984,26-08-2020,4311
1757,Мельников Арсений Данилович,21-05-1988,Пирогова Агата Ивановна,26-06-1988,25-08-2023,3322
1758,Миронов Фёдор Григорьевич,21-08-1989,Алексеева Арина Матвеевна,25-07-1992,25-09-2022,3506
1759,Калачев Всеволод Леонидович,29-10-1994,Нечаева Алёна Александровна,05-12-1986,13-06-2019,1553
1760,Михайлов Артём Андреевич,17-08-1992,Климова Александра Артемьевна,04-10-1982,09-03-2021,4720
1761,Филатов Лука Андреевич,22-07-1985,Антипова София Игоревна,16-12-1983,22-06-2022,4154
1762,Лебедев Тимур Максимович,02-06-1983,Григорьева Ксения Данииловна,06-09-1994,07-05-2020,1252
1763,Корнилов Олег Вадимович,14-11-1981,Колесникова Злата Никитична,01-07-1991,21-12-2022,2564
1764,Горшков Егор Артёмович,11-05-1992,Григорьева Ксения Данииловна,03-12-1984,03-04-2018,980
1765,Гусев Богдан Александрович,16-05-1997,Васильева Анна Сергеевна,29-06-1994,16-03-2021,664
1766,Крючков Алексей Васильевич,23-01-1990,Толкачева Софья Ивановна,07-03-1986,22-05-2022,2096
1767,Смирнов Лев Михайлович,29-08-1982,Смирнова Дарья Леонидовна,31-03-1994,14-07-2018,2052
1768,Данилов Владимир Егорович,30-01-1991,Самсонова Виктория Степановна,26-05-1987,16-09-2021,4106
1769,Лебедев Тимур Максимович,28-09-1997,Павлова Агата Савельевна,28-03-1981,20-03-2023,1054
1770,Левин Артемий Степанович,02-03-1993,Алексеева Арина Матвеевна,06-11-1993,22-11-2023,2011
1771,Белоусов Фёдор Даниилович,07-03-1997,Смирнова Стефания Всеволодовна,28-11-1999,03-01-2018,1769
1772,Макаров Тимур Артёмович,15-01-1997,Латышева Злата Михайловна,28-07-1989,08-11-2018,726
1773,Гусев Станислав Викторович,15-03-1989,Зайцева Ксения Артемьевна,06-09-1997,28-04-2021,3719
1774,Власов Андрей Семёнович,28-05-1980,Дубова Ксения Алексеевна,27-10-1989,17-02-2023,4761
1775,Молчанов Иван Максимович,06-09-1998,Назарова Алина Михайловна,03-01-1986,01-03-2022,4775
1776,Романов Вячеслав Савельевич,30-05-1997,Алексеева Арина Матвеевна,16-09-1989,15-01-2019,2765
1777,Гусев Богдан Александрович,12-10-1995,Дементьева Екатерина Лукинична,13-06-1986,10-06-2021,2268
1778,Воронин Савелий Иванович,04-02-1988,Морозова Ева Данииловна,05-05-1991,21-02-2019,3095
1779,Константинов Артемий Викторович,11-06-1996,Кузнецова Ксения Вячеславовна,04-08-1994,16-04-2022,4079
1780,Симонов Савва Дмитриевич,21-11-1990,Назарова Алина Михайловна,17-08-1986,19-01-2021,2249
1781,Колесов Адам Петрович,01-09-1989,Бабушкина Амина Давидовна,21-03-1990,26-03-2021,2542
1782,Суворов Матвей Богданович,08-12-1995,Васильева Полина Михайловна,09-11-1990,28-03-2020,2799
1783,Белоусов Фёдор Даниилович,05-12-1996,Назарова Вероника Платоновна,14-10-1991,19-06-2018,3307
1784,Дегтярев Илья Тимофеевич,27-04-1985,Пирогова Агата Ивановна,22-03-1987,06-03-2020,1401
1785,Корчагин Даниил Борисович,22-12-1980,Нечаева Алёна Александровна,21-07-1994,15-10-2019,4139
1786,Корнилов Олег Вадимович,28-06-1988,Николаева Алиса Григорьевна,23-07-1988,05-03-2022,3496
1787,Марков Максим Александрович,20-08-1996,Зайцева Виктория Никитична,29-07-1982,23-12-2018,1566
1788,Пименов Демид Валерьевич,30-10-1989,Лебедева Мария Егоровна,04-09-1988,06-04-2023,1860
1789,Федоров Вячеслав Юрьевич,18-03-1995,Иванова Анна Григорьевна,10-03-1999,22-09-2022,1753
1790,Сергеев Андрей Иванович,30-11-1993,Михайлова София Алексеевна,25-04-1994,23-05-2022,1171
1791,Смирнов Дмитрий Григорьевич,01-11-1992,Зайцева Ксения Артемьевна,16-01-1996,08-10-2019,1131
1792,Воронин Савелий Иванович,10-11-1983,Назарова Ульяна Арсеновна,01-07-1993,28-03-2021,4685
1793,Сорокин Артём Даниилович,24-02-1997,Дементьева Екатерина Лукинична,03-04-1981,26-03-2021,1239
1794,Макаров Давид Артурович,08-11-1991,Мартынова Полина Ивановна,05-12-1998,17-08-2020,870
1795,Гусев Богдан Александрович,21-12-1998,Крылова Елизавета Владиславовна,15-03-1996,19-10-2023,4419
1796,Яковлев Даниил Георгиевич,06-08-1995,Пирогова Агата Ивановна,05-08-1989,02-11-2019,4173
1797,Беляков Матвей Егорович,03-03-1995,Кудряшова Полина Алиевна,14-09-1998,31-10-2021,612
1798,Новиков Виктор Маркович,13-07-1996,Кошелева Эмилия Максимовна,26-01-1990,07-06-2019,1318
1799,Власов Денис Степанович,30-09-1989,Хромова Варвара Леоновна,26-06-1998,12-03-2021,2127
1800,Хромов Кирилл Александрович,01-05-1992,Назарова Ульяна Арсеновна,04-11-1994,28-04-2021,1445
1801,Попов Степан Кириллович,12-07-1993,Климова Александра Артемьевна,13-09-1999,09-01-2022,3840
1802,Смирнов Степан Константинович,16-09-1984,Хромова Варвара Леоновна,26-01-1992,13-02-2020,4889
1803,Смирнов Матвей Максимович,02-09-1991,Петрова Аделина Данииловна,18-08-1999,23-06-2021,2738
1804,Белов Евгений Артёмович,12-10-1996,Морозова Дарина Артёмовна,23-08-1997,20-10-2021,4059
1805,Овчинников Владимир Алексеевич,29-07-1988,Львова Дарина Марковна,30-03-1991,16-06-2023,2460
1806,Белов Евгений Артёмович,06-02-1988,Кошелева Эмилия Максимовна,15-09-1987,10-08-2022,11
1807,Воробьев Савва Павлович,09-09-1981,Андреева Варвара Арсентьевна,26-08-1980,23-02-2023,2134
1808,Верещагин Даниил Демидович,04-05-1995,Петровская Амира Тимофеевна,28-05-1981,02-05-2019,2026
1809,Верещагин Даниил Демидович,24-03-1987,Смирнова Дарья Леонидовна,24-11-1992,25-10-2022,3880
1810,Филатов Лука Андреевич,13-12-1984,Бабушкина Амина Давидовна,11-08-1994,09-03-2023,1992
1811,Егоров Максим Даниилович,01-12-1981,Кошелева Эмилия Максимовна,20-07-1986,05-02-2019,4674
1812,Петров Матвей Юрьевич,17-09-1998,Смирнова Ясмина Ивановна,25-07-1988,24-05-2022,2413
1813,Михайлов Артём Андреевич,24-02-1991,Кузина Полина Ильинична,31-07-1980,12-12-2023,4586
1814,Степанов Андрей Григорьевич,31-01-1994,Смирнова Екатерина Михайловна,25-07-1991,20-08-2018,4449
1815,Казаков Марк Михайлович,02-11-1998,Петухова Алиса Алексеевна,23-12-1999,11-10-2023,3720
