,Groom fullname,Groom birth date,Bride fullname,Bride birth date,Wedding date,Registry office number
421,Попов Степан Кириллович,25-05-1983,Степанова Екатерина Владимировна,19-05-1983,12-03-2018,1157
422,Крючков Алексей Васильевич,06-07-1993,Бабушкина Амина Давидовна,02-02-1981,14-07-2023,599
423,Волков Герман Степанович,22-10-1995,Казакова Арина Александровна,28-11-1997,31-03-2019,956
424,Новиков Даниил Матвеевич,20-07-1990,Богомолова Лидия Вячеславовна,04-03-1997,27-09-2020,1349
425,Волков Герман Степанович,13-08-1983,Седова София Игоревна,07-05-1981,14-03-2022,1261
426,Михайлов Артём Андреевич,07-05-1983,Лебедева Мария Егоровна,30-06-1980,20-08-2021,1023
427,Герасимов Давид Петрович,05-03-1993,Дементьева Екатерина Лукинична,10-07-1998,27-04-2022,844
428,Хромов Кирилл Александрович,31-01-1980,Васильева Анна Сергеевна,14-08-1995,30-12-2021,1664
429,Новиков Виктор Маркович,04-11-1982,Козлова Мария Алексеевна,24-03-1982,08-08-2023,433
430,Белоусов Фёдор Даниилович,25-06-1994,Иванова Анна Григорьевна,05-03-1989,17-04-2018,78
431,Иванов Иван Макарович,10-10-1993,Михеева Аделина Елисеевна,11-06-1987,06-03-2019,655
432,Иванов Владимир Владиславович,25-11-1988,Лаврентьева Таисия Артёмовна,09-02-1983,17-03-2020,61
433,Васильев Давид Тимофеевич,13-02-1990,Петрова Юлия Никитична,21-08-1996,02-08-2019,592
434,Королев Владимир Даниилович,18-08-1984,Смирнова Дарья Леонидовна,04-10-1984,09-08-2021,1213
435,Буров Дмитрий Лукич ,21-11-1996,Петухова Алиса Алексеевна,05-08-1984,10-08-2020,1042
436,Яковлев Даниил Георгиевич,01-06-1991,Князева Валерия Ивановна,08-12-1989,24-05-2019,500
437,Смирнов Степан Константинович,08-01-1984,Макарова София Тимофеевна,28-04-1989,24-02-2020,1713
438,Миронов Фёдор Григорьевич,26-06-1995,Попова Вера Ивановна,07-12-1991,15-08-2019,714
439,Степанов Андрей Григорьевич,19-05-1989,Морозова Дарина Артёмовна,17-03-1989,26-09-2021,714
440,Жуков Андрей Петрович,13-02-1998,Лукина Арина Кирилловна,28-01-1986,10-05-2022,1563
441,Иванов Михаил Сергеевич,22-02-1997,Толкачева Софья Ивановна,05-05-1982,25-03-2022,647
442,Белов Евгений Артёмович,05-02-1981,Лебедева Мария Егоровна,24-10-1989,04-09-2018,1856
443,Смирнов Матвей Максимович,11-06-1991,Самсонова Виктория Степановна,14-07-1980,14-04-2020,1102
444,Сергеев Андрей Иванович,03-08-1998,Петровская Амира Тимофеевна,23-06-1991,11-01-2019,1875
445,Федоров Вячеслав Юрьевич,19-03-1998,Савельева София Мироновна,26-09-1991,23-05-2020,1844
446,Винокуров Степан Николаевич,23-08-1987,Петухова Алиса Алексеевна,29-05-1984,06-07-2023,1255
447,Горбачев Александр Тихонович,06-09-1990,Павлова Александра Ярославовна,05-03-1998,26-07-2018,943
448,Егоров Максим Даниилович,16-06-1988,Седова София Игоревна,10-04-1995,07-06-2023,1521
449,Аникин Фёдор Степанович,29-04-1987,Иванова Дарья Сергеевна,29-08-1993,04-08-2019,1896
450,Попов Вячеслав Михайлович,04-07-1996,Васильева Полина Михайловна,25-10-1985,16-05-2022,628
451,Муратов Вячеслав Дмитриевич,11-01-1984,Суворова Стефания Артёмовна,16-02-1998,08-02-2023,1885
452,Макаров Давид Артурович,08-09-1991,Морозова Ева Данииловна,25-02-1992,06-01-2020,1542
453,Новиков Андрей Денисович,04-01-1998,Куликова Дарья Георгиевна,23-01-1998,10-03-2020,554
454,Кузнецов Михаил Демидович,04-08-1982,Суворова Стефания Артёмовна,25-09-1989,17-02-2018,324
455,Степанов Андрей Григорьевич,15-09-1997,Дементьева Екатерина Никитична,21-07-1989,20-05-2020,43
456,Соловьев Илья Денисович,28-01-1986,Лукина Арина Кирилловна,04-08-1986,03-02-2022,728
457,Калачев Всеволод Леонидович,11-10-1996,Куликова Дарья Георгиевна,21-04-1990,09-10-2020,839
458,Симонов Савва Дмитриевич,07-05-1992,Дементьева Екатерина Лукинична,11-09-1995,20-06-2019,444
459,Михайлов Артём Андреевич,25-01-1985,Иванова Алиса Тихоновна,21-09-1996,04-11-2023,1422
460,Кононов Виктор Максимович,06-01-1985,Савельева София Мироновна,01-01-1988,18-02-2022,194
461,Васильев Павел Артёмович,04-10-1989,Кузнецова Ксения Вячеславовна,14-01-1994,07-04-2019,860
462,Иванов Владимир Владиславович,25-10-1999,Климова Александра Артемьевна,08-04-1993,23-02-2022,579
463,Данилов Владимир Егорович,19-01-1990,Петухова Алиса Алексеевна,19-02-1982,14-09-2019,1316
464,Винокуров Степан Николаевич,24-01-1982,Назарова Ульяна Арсеновна,10-12-1990,26-07-2020,1485
465,Пантелеев Максим Алексеевич,24-12-1999,Куликова Дарья Георгиевна,27-06-1994,22-01-2022,1908
466,Смирнов Матвей Максимович,03-08-1981,Седова София Игоревна,11-09-1994,14-03-2020,210
467,Дмитриев Тимофей Михайлович,17-06-1991,Дементьева Екатерина Лукинична,03-10-1991,09-03-2021,660
468,Колесов Адам Петрович,13-02-1986,Куликова Мелания Платоновна,08-09-1993,26-04-2020,608
469,Попов Степан Кириллович,28-09-1989,Вавилова Маргарита Никитична,03-07-1992,29-07-2022,414
470,Пименов Демид Валерьевич,02-12-1994,Иванова Алиса Тихоновна,26-02-1990,16-04-2022,1471
471,Осипов Дмитрий Платонович,13-10-1984,Кочеткова Полина Робертовна,19-11-1985,19-07-2021,575
472,Хромов Кирилл Александрович,15-11-1989,Крылова Елизавета Владиславовна,14-05-1983,09-06-2019,622
473,Иванов Даниил Сергеевич,14-08-1989,Седова София Игоревна,05-10-1987,14-03-2021,9
474,Ильин Матвей Максимович,13-03-1986,Кононова Алина Георгиевна,01-04-1983,24-01-2021,15
475,Макаров Тимур Артёмович,06-05-1988,Дементьева Екатерина Лукинична,19-07-1988,27-08-2019,28
476,Медведев Артём Ярославович,08-02-1985,Нечаева Алёна Александровна,21-11-1985,28-08-2020,1329
477,Васильев Павел Артёмович,04-07-1987,Головина Анисия Михайловна,12-12-1987,21-02-2022,1017
478,Мельников Арсений Данилович,03-11-1994,Николаева Алиса Григорьевна,03-08-1989,22-10-2021,967
479,Королев Владимир Даниилович,09-06-1995,Куликова Мелания Платоновна,22-11-1985,28-11-2019,1681
480,Муратов Вячеслав Дмитриевич,10-06-1991,Самойлова Дарина Кирилловна,01-11-1981,08-02-2022,1880
481,Новиков Виктор Маркович,23-08-1987,Львова Дарина Марковна,03-07-1986,01-04-2018,648
482,Крючков Алексей Васильевич,08-01-1982,Архипова Варвара Макаровна,05-08-1986,11-02-2021,637
483,Давыдов Иван Матвеевич,11-02-1998,Смирнова Дарья Леонидовна,20-08-1987,27-05-2022,49
484,Волков Герман Степанович,31-07-1992,Иванова Дарья Сергеевна,05-04-1980,11-09-2023,542
485,Осипов Максим Максимович,22-05-1986,Розанова Виктория Кирилловна,22-01-1991,22-12-2021,711
486,Левин Артемий Степанович,06-12-1981,Кузина Полина Ильинична,05-10-1987,10-02-2023,1115
487,Иванов Иван Макарович,15-03-1993,Назарова Алина Михайловна,28-09-1994,07-12-2020,507
488,Винокуров Кирилл Алиевич,30-11-1984,Лукина Арина Кирилловна,28-02-1980,06-05-2019,963
489,Медведев Александр Платонович,22-04-1992,Смирнова Екатерина Михайловна,22-01-1989,05-04-2023,1689
490,Фомин Лев Александрович,01-09-1986,Зайцева Виктория Никитична,17-11-1996,21-01-2022,1850
491,Власов Андрей Семёнович,03-12-1997,Борисова Вероника Савельевна,28-03-1991,27-10-2021,499
492,Лебедев Тимур Максимович,03-12-1996,Иванова Алиса Тихоновна,31-10-1997,07-01-2020,1760
493,Колесов Адам Петрович,26-09-1986,Васильева Полина Михайловна,02-09-1980,24-01-2022,1381
494,Дубинин Мирон Егорович,14-03-1990,Лобанова Полина Андреевна,03-01-1995,19-08-2019,44
495,Марков Максим Александрович,10-02-1994,Козлова Ясмина Михайловна,23-11-1987,21-11-2023,732
496,Королев Владимир Даниилович,12-06-1991,Петровская Ева Егоровна,27-07-1997,01-08-2023,1853
497,Крючков Алексей Васильевич,02-11-1990,Алексеева Арина Матвеевна,06-03-1980,27-09-2018,1283
498,Круглов Роман Максимович,04-11-1994,Алексеева Арина Матвеевна,16-11-1988,20-10-2020,1341
499,Данилов Владимир Егорович,04-07-1984,Архипова Варвара Макаровна,12-02-1981,24-01-2023,1234
500,Пименов Демид Валерьевич,01-07-1997,Князева Валерия Ивановна,03-04-1992,20-11-2019,1959
501,Винокуров Кирилл Алиевич,25-10-1987,Мартынова Полина Ивановна,13-02-1984,01-01-2022,338
502,Власов Андрей Семёнович,13-09-1988,Старостина Ульяна Даниэльевна,29-12-1988,09-10-2019,928
503,Герасимов Давид Петрович,06-02-1984,Князева Валерия Ивановна,28-11-1999,13-08-2018,79
504,Жуков Андрей Петрович,13-07-1982,Головина Анисия Михайловна,07-05-1987,09-11-2019,1448
505,Попов Степан Кириллович,18-04-1988,Михайлова София Алексеевна,19-11-1996,12-02-2021,1876
506,Миронов Фёдор Григорьевич,30-03-1984,Князева Валерия Ивановна,10-01-1985,16-10-2020,1313
507,Степанов Андрей Григорьевич,29-10-1987,Толкачева Софья Ивановна,04-10-1996,13-11-2020,1738
508,Титов Артур Артёмович,12-04-1995,Кочеткова Полина Робертовна,18-10-1987,14-08-2022,1968
509,Булгаков Иван Владимирович,27-11-1985,Емельянова Арина Артёмовна,03-08-1999,26-12-2023,173
510,Данилов Владимир Егорович,17-02-1997,Трофимова Ангелина Матвеевна,07-03-1988,25-05-2021,1206
511,Миронов Фёдор Григорьевич,27-03-1986,Дубова Ксения Алексеевна,06-05-1994,03-10-2019,465
512,Михайлов Артём Андреевич,14-12-1987,Зайцева Вероника Саввична,18-10-1988,30-09-2019,1530
513,Воронин Савелий Иванович,28-12-1986,Дроздова Марина Михайловна,09-08-1987,29-01-2019,1454
514,Марков Максим Александрович,20-11-1980,Лаврентьева Таисия Артёмовна,24-02-1991,07-01-2020,873
515,Молчанов Иван Максимович,02-12-1996,Алексеева Ульяна Тимофеевна,13-09-1986,22-11-2021,1924
516,Винокуров Кирилл Алиевич,06-11-1982,Нечаева Алёна Александровна,27-01-1995,13-04-2021,736
517,Иванов Даниил Сергеевич,11-01-1999,Суворова Стефания Артёмовна,05-05-1987,03-01-2018,1063
518,Макаров Давид Артурович,28-06-1994,Крылова Елизавета Владиславовна,28-11-1996,31-07-2020,686
519,Кочетков Андрей Леонидович,05-09-1987,Латышева Злата Михайловна,02-02-1988,27-11-2023,305
520,Фомин Лев Александрович,03-03-1995,Андреева Варвара Арсентьевна,22-12-1982,23-08-2019,1017
521,Осипов Максим Максимович,20-08-1996,Смирнова Дарья Леонидовна,24-04-1982,17-08-2022,1059
522,Медведев Артём Ярославович,04-12-1996,Дементьева Екатерина Лукинична,24-05-1988,17-12-2019,1384
523,Королев Владимир Даниилович,16-07-1994,Князева Валерия Ивановна,22-06-1986,31-12-2022,100
524,Мельников Арсений Данилович,22-06-1981,Ершова София Максимовна,21-10-1985,12-08-2022,815
525,Константинов Артемий Викторович,03-03-1985,Ермакова Анастасия Павловна,20-02-1994,21-09-2018,527
526,Корнилов Олег Вадимович,15-01-1987,Борисова София Фёдоровна,19-06-1983,31-03-2018,591
527,Казаков Марк Михайлович,02-01-1994,Николаева Алиса Григорьевна,12-10-1991,02-09-2020,942
528,Белоусов Фёдор Даниилович,07-09-1992,Пахомова Майя Никитична,17-09-1987,15-03-2019,250
529,Дубинин Мирон Егорович,28-01-1995,Архипова Варвара Макаровна,31-08-1992,12-09-2019,1700
530,Иванов Владимир Владиславович,29-03-1993,Вишневская Алисия Андреевна,30-04-1996,02-11-2019,1346
531,Данилов Владимир Егорович,06-06-1999,Головина Анисия Михайловна,30-09-1991,07-12-2023,1250
532,Новиков Даниил Матвеевич,06-05-1999,Старостина Ульяна Даниэльевна,02-08-1994,06-08-2020,144
533,Макаров Тимур Артёмович,27-09-1984,Степанова Екатерина Владимировна,19-04-1986,22-06-2021,1548
534,Сорокин Артём Даниилович,07-06-1984,Васильева Полина Михайловна,30-11-1994,21-07-2019,72
535,Смирнов Степан Константинович,02-09-1982,Петрова Аделина Данииловна,14-09-1988,04-11-2020,117
536,Новиков Виктор Маркович,27-05-1998,Бабушкина Амина Давидовна,04-02-1981,29-05-2019,1852
537,Марков Максим Александрович,05-02-1981,Емельянова Арина Артёмовна,06-09-1996,01-12-2020,1315
538,Яковлев Даниил Георгиевич,04-01-1999,Иванова Алиса Тихоновна,09-08-1994,08-07-2023,895
539,Дмитриев Тимофей Михайлович,01-09-1987,Львова Дарина Марковна,13-09-1989,20-12-2021,539
540,Данилов Владимир Егорович,27-11-1990,Кошелева Эмилия Максимовна,10-04-1992,14-03-2020,1232
541,Пименов Демид Валерьевич,15-07-1981,Колосова Виктория Дмитриевна,15-01-1991,11-02-2021,588
542,Левин Артемий Степанович,11-08-1981,Николаева Алиса Григорьевна,01-03-1990,21-06-2023,1176
543,Власов Андрей Семёнович,21-09-1990,Алексеева Арина Матвеевна,20-11-1994,22-09-2018,191
544,Новиков Виктор Маркович,24-02-1984,Смирнова Варвара Борисовна,19-12-1997,26-04-2020,1433
545,Калачев Всеволод Леонидович,08-04-1992,Смирнова Стефания Всеволодовна,19-08-1981,12-06-2018,1817
546,Федоров Вячеслав Юрьевич,30-01-1998,Алексеева Ульяна Тимофеевна,12-02-1986,28-10-2022,1993
547,Белов Евгений Артёмович,23-02-1988,Антипова София Игоревна,20-07-1986,13-09-2019,1933
548,Казаков Марк Михайлович,03-01-1984,Старостина Ульяна Даниэльевна,04-03-1994,28-09-2020,1137
549,Константинов Артемий Викторович,15-07-1982,Зайцева Виктория Никитична,27-03-1980,12-07-2022,686
550,Калачев Всеволод Леонидович,26-10-1993,Григорьева Алиса Марковна,02-02-1983,27-02-2019,264
551,Овчинников Владимир Алексеевич,20-09-1980,Добрынина Милана Данииловна,28-12-1990,07-01-2018,301
552,Васильев Егор Тимофеевич,25-09-1990,Морозова Ева Данииловна,02-12-1987,26-10-2021,1859
553,Корнилов Олег Вадимович,26-12-1988,Борисова София Фёдоровна,10-05-1984,13-04-2021,394
554,Родионов Михаил Дмитриевич,06-02-1991,Павлова Александра Ярославовна,14-12-1992,26-06-2019,179
555,Муратов Вячеслав Дмитриевич,06-04-1999,Петухова Алиса Алексеевна,29-09-1987,17-08-2019,1081
556,Горбачев Александр Тихонович,17-01-1981,Вишневская Алисия Андреевна,03-07-1984,11-07-2023,1210
557,Романов Вячеслав Савельевич,17-04-1995,Рябова Елизавета Владимировна,13-01-1991,20-10-2020,1018
558,Смирнов Матвей Максимович,21-11-1982,Колосова Виктория Дмитриевна,23-01-1995,01-11-2020,964
559,Иванов Владимир Владиславович,23-09-1981,Смирнова Екатерина Михайловна,17-06-1991,04-01-2023,87
560,Новиков Даниил Матвеевич,14-08-1993,Андреева Варвара Арсентьевна,20-10-1992,08-04-2023,96
561,Жуков Андрей Петрович,28-09-1986,Семенова Анна Кирилловна,21-02-1983,27-12-2019,914
562,Сергеев Марк Алиевич,28-01-1995,Морозова Дарина Артёмовна,23-10-1991,17-12-2020,1088
563,Мельников Арсений Данилович,23-10-1981,Борисова София Фёдоровна,20-05-1995,12-02-2022,68
564,Колесов Адам Петрович,30-10-1988,Емельянова Арина Артёмовна,19-03-1995,25-01-2022,681
565,Горшков Егор Артёмович,13-08-1996,Григорьева Алиса Марковна,19-11-1989,08-03-2018,933
566,Верещагин Даниил Демидович,18-04-1998,Смирнова Стефания Всеволодовна,07-04-1982,11-09-2021,1324
567,Симонов Савва Дмитриевич,01-01-1994,Куликова Дарья Георгиевна,10-08-1986,26-01-2020,1744
568,Молчанов Иван Максимович,09-05-1990,Львова Дарина Марковна,18-08-1997,14-08-2019,364
569,Медведев Артём Ярославович,06-11-1980,Львова Дарина Марковна,23-12-1992,05-03-2021,119
570,Марков Максим Александрович,01-11-1997,Дементьева Екатерина Лукинична,16-11-1996,21-10-2021,1323
571,Васильев Давид Тимофеевич,31-10-1996,Петухова Алиса Алексеевна,06-08-1983,16-10-2019,1497
572,Кононов Виктор Максимович,19-12-1994,Дементьева Екатерина Лукинична,08-01-1996,20-02-2018,1602
573,Казаков Марк Михайлович,08-01-1982,Смирнова Екатерина Михайловна,02-03-1991,11-06-2019,308
574,Федоров Вячеслав Юрьевич,26-01-1985,Петрова Аделина Данииловна,01-08-1998,19-07-2018,1295
575,Сорокин Артём Даниилович,06-03-1998,Зайцева Виктория Никитична,08-03-1991,11-07-2022,1242
576,Волков Герман Степанович,15-12-1999,Дементьева Екатерина Никитична,25-03-1992,04-03-2018,731
577,Макаров Давид Артурович,13-01-1988,Кудряшова Полина Алиевна,30-05-1999,19-11-2021,1093
578,Смирнов Дамир Даниилович,28-12-1986,Степанова Екатерина Владимировна,11-09-1988,16-03-2020,670
579,Фетисов Кирилл Артемьевич,16-04-1984,Ершова София Максимовна,13-11-1980,26-11-2018,395
580,Елисеев Денис Никитич,11-12-1982,Дубова Ксения Алексеевна,21-04-1985,28-01-2023,1038
581,Воробьев Савва Павлович,16-05-1996,Кононова Алина Георгиевна,25-12-1982,17-02-2021,1431
582,Смирнов Дамир Даниилович,15-04-1982,Дубова Ксения Алексеевна,14-08-1984,11-04-2019,1348
583,Романов Вячеслав Савельевич,03-07-1991,Львова Дарина Марковна,26-03-1986,12-06-2018,1549
584,Фетисов Кирилл Артемьевич,31-03-1999,Вишневская Алисия Андреевна,22-05-1987,10-01-2020,1287
585,Корнилов Олег Вадимович,08-02-1999,Алексеева Арина Матвеевна,31-10-1999,17-09-2022,1580
586,Егоров Максим Даниилович,30-06-1998,Назарова Вероника Платоновна,21-10-1986,05-11-2019,1653
587,Муравьев Тимур Андреевич,29-05-1989,Старостина Ульяна Даниэльевна,15-12-1987,11-04-2020,1733
588,Дегтярев Илья Тимофеевич,22-09-1980,Емельянова Арина Артёмовна,12-11-1988,04-08-2018,546
589,Корнилов Олег Вадимович,25-05-1996,Петровская Амира Тимофеевна,30-06-1981,27-04-2020,926
590,Кочетков Андрей Леонидович,01-08-1998,Иванова Алиса Тихоновна,27-01-1994,10-08-2023,1191
591,Князев Марк Вадимович,05-01-1987,Самойлова Дарина Кирилловна,07-10-1990,08-04-2019,346
592,Аникин Фёдор Степанович,14-04-1992,Борисова София Фёдоровна,22-12-1984,09-05-2018,80
593,Белов Евгений Артёмович,22-05-1992,Розанова Виктория Кирилловна,06-11-1992,16-09-2020,628
594,Соловьев Илья Денисович,22-02-1991,Михайлова София Алексеевна,02-01-1993,29-11-2022,1851
595,Муравьев Тимур Андреевич,17-04-1989,Григорьева Алиса Марковна,20-08-1988,12-11-2018,1975
596,Новиков Виктор Маркович,12-03-1994,Архипова Варвара Макаровна,17-08-1992,14-10-2019,597
597,Петров Матвей Юрьевич,22-09-1984,Андреева Варвара Арсентьевна,30-07-1994,07-11-2018,1628
598,Воробьев Савва Павлович,24-07-1997,Степанова Екатерина Владимировна,25-08-1989,19-08-2021,332
599,Пантелеев Максим Алексеевич,08-10-1999,Князева Валерия Ивановна,09-06-1993,14-02-2022,1327
600,Аникин Фёдор Степанович,08-01-1986,Богомолова Лидия Вячеславовна,08-02-1985,14-11-2023,1363
601,Винокуров Кирилл Алиевич,16-06-1990,Кононова Алина Георгиевна,26-12-1994,23-04-2022,1867
602,Константинов Артемий Викторович,03-09-1994,Петровская Амира Тимофеевна,27-05-1987,08-09-2021,121
603,Колесов Адам Петрович,04-10-1987,Лебедева Мария Егоровна,09-01-1998,18-03-2021,385
604,Лебедев Тимур Максимович,10-07-1997,Борисова София Фёдоровна,04-05-1995,22-04-2021,308
605,Овчинников Владимир Алексеевич,30-05-1987,Борисова София Фёдоровна,29-04-1992,19-09-2019,1064
606,Горбачев Александр Тихонович,05-09-1993,Кошелева Эмилия Максимовна,24-10-1985,28-10-2020,660
607,Симонов Савва Дмитриевич,11-05-1998,Павлова Александра Ярославовна,21-06-1993,11-07-2019,653
608,Князев Марк Вадимович,28-10-1986,Иванова Анна Григорьевна,26-09-1995,13-10-2019,752
609,Колесов Адам Петрович,11-07-1990,Морозова Ева Данииловна,21-03-1980,04-05-2018,678
610,Савельев Роман Михайлович,25-01-1985,Дроздова Марина Михайловна,28-08-1993,09-04-2018,1487
611,Королев Владимир Даниилович,09-09-1994,Морозова Ева Данииловна,12-09-1994,20-01-2022,1729
612,Попов Вячеслав Михайлович,31-10-1987,Добрынина Милана Данииловна,25-06-1998,25-09-2022,295
613,Воробьев Савва Павлович,11-03-1987,Суворова Стефания Артёмовна,11-08-1981,12-09-2018,878
614,Романов Вячеслав Савельевич,04-01-1990,Григорьева Алиса Марковна,12-08-1996,30-01-2023,505
615,Степанов Андрей Григорьевич,22-06-1981,Петровская Амира Тимофеевна,28-05-1993,25-05-2019,711
616,Попов Вячеслав Михайлович,01-07-1993,Петрова Аделина Данииловна,10-11-1991,20-07-2019,1890
617,Кузнецов Михаил Демидович,25-10-1985,Ершова София Максимовна,03-05-1984,04-03-2022,77
618,Данилов Владимир Егорович,12-04-1999,Михайлова София Алексеевна,14-12-1982,26-06-2020,1837
619,Дмитриев Тимофей Михайлович,29-03-1997,Лукина Арина Кирилловна,02-04-1994,12-10-2020,275
620,Смирнов Лев Михайлович,12-11-1982,Зайцева Виктория Никитична,20-09-1981,05-10-2023,1706
621,Корнилов Олег Вадимович,18-01-1992,Васильева Полина Михайловна,25-02-1983,04-07-2021,872
622,Давыдов Иван Матвеевич,04-12-1980,Иванова Алиса Тихоновна,21-03-1982,19-07-2021,916
623,Давыдов Иван Матвеевич,06-04-1989,Пирогова Агата Ивановна,23-01-1980,16-01-2022,1502
624,Васильев Павел Артёмович,19-03-1989,Петровская Амира Тимофеевна,11-12-1982,17-10-2018,1340
625,Романов Вячеслав Савельевич,09-08-1980,Ермакова Анастасия Павловна,04-06-1998,03-07-2020,720
626,Смирнов Дмитрий Григорьевич,28-05-1991,Васильева Анна Сергеевна,08-03-1989,18-11-2021,924
627,Власов Денис Степанович,12-11-1992,Тихомирова Ксения Львовна,23-03-1982,01-12-2022,1509
628,Савельев Роман Михайлович,13-04-1997,Мартынова Полина Ивановна,24-11-1994,14-05-2020,819
629,Савельев Роман Михайлович,18-02-1984,Иванова Дарья Сергеевна,23-05-1989,20-03-2020,1756
630,Жуков Андрей Петрович,02-12-1980,Толкачева Софья Ивановна,28-06-1988,22-11-2021,643
631,Винокуров Кирилл Алиевич,13-12-1984,Колесникова Злата Никитична,17-02-1995,11-08-2019,563
632,Макаров Тимур Артёмович,17-06-1981,Трофимова Ангелина Матвеевна,06-08-1988,08-02-2019,742
633,Пантелеев Максим Алексеевич,27-08-1990,Ершова София Максимовна,23-03-1999,09-07-2020,1988
634,Царев Мартин Андреевич,05-10-1983,Медведева София Ильинична,25-11-1987,23-12-2021,586
635,Крючков Алексей Васильевич,12-06-1996,Зайцева Виктория Никитична,18-03-1992,27-02-2018,1200
636,Воронин Савелий Иванович,01-12-1982,Зайцева Ксения Артемьевна,05-09-1997,20-08-2021,1070
637,Иванов Владимир Владиславович,18-05-1993,Ермакова Анастасия Павловна,27-06-1980,25-09-2019,1890
638,Королев Владимир Даниилович,05-08-1998,Петровская Амира Тимофеевна,06-09-1990,09-08-2018,1212
639,Лебедев Тимур Максимович,23-03-1989,Куликова Дарья Георгиевна,12-12-1982,13-12-2018,235
640,Поликарпов Даниил Петрович,05-06-1982,Комарова Мария Михайловна,14-12-1987,15-05-2023,1618
641,Иванов Иван Макарович,25-05-1987,Борисова Вероника Савельевна,17-10-1983,29-05-2022,1578
642,Дегтярев Илья Тимофеевич,29-10-1982,Дубова Ксения Алексеевна,30-10-1990,02-04-2023,1326
643,Савельев Роман Михайлович,29-10-1999,Кононова Алина Георгиевна,12-05-1980,16-04-2023,1859
644,Князев Марк Вадимович,22-09-1986,Медведева София Ильинична,06-02-1985,12-10-2019,849
645,Соловьев Илья Денисович,26-06-1994,Толкачева Софья Ивановна,17-04-1981,16-03-2020,859
646,Кузнецов Михаил Демидович,28-12-1987,Смирнова Стефания Всеволодовна,01-05-1982,16-07-2019,349
647,Новиков Андрей Денисович,11-05-1999,Лаврентьева Таисия Артёмовна,19-12-1980,24-09-2019,536
648,Калачев Всеволод Леонидович,13-01-1987,Назарова Ульяна Арсеновна,14-10-1997,14-04-2023,204
649,Корчагин Даниил Борисович,10-12-1999,Петрова Аделина Данииловна,29-12-1991,15-02-2018,867
650,Кочетков Андрей Леонидович,16-02-1982,Кочеткова Полина Робертовна,10-11-1989,06-04-2018,290
651,Иванов Даниил Сергеевич,22-02-1991,Семенова Анна Кирилловна,10-11-1992,04-02-2021,1401
652,Михайлов Артём Андреевич,18-06-1996,Князева Валерия Ивановна,13-07-1998,29-05-2023,957
653,Воронин Савелий Иванович,01-03-1999,Нечаева Алёна Александровна,27-08-1997,06-01-2019,364
654,Макаров Давид Артурович,11-01-1991,Латышева Злата Михайловна,10-12-1991,01-03-2018,1536
655,Верещагин Даниил Демидович,01-02-1995,Хромова Варвара Леоновна,24-04-1987,09-02-2021,1713
656,Смирнов Дмитрий Григорьевич,18-12-1991,Кузьмина Айлин Степановна,23-11-1994,28-04-2019,425
657,Осипов Максим Максимович,24-01-1981,Смирнова Екатерина Михайловна,30-01-1992,26-11-2020,1540
658,Медведев Артём Ярославович,08-07-1980,Кузьмина Айлин Степановна,04-07-1992,22-06-2022,606
659,Овчинников Владимир Алексеевич,17-06-1986,Морозова Дарина Артёмовна,20-11-1987,06-09-2023,1367
660,Хромов Кирилл Александрович,17-08-1980,Богомолова Лидия Вячеславовна,18-06-1982,19-01-2023,748
661,Ефремов Дмитрий Всеволодович,23-03-1985,Хромова Варвара Леоновна,19-08-1986,23-03-2023,1854
662,Иванов Даниил Сергеевич,14-10-1984,Мартынова Полина Ивановна,25-09-1987,25-01-2019,1290
663,Смирнов Матвей Максимович,22-10-1980,Дементьева Екатерина Лукинична,27-12-1991,26-11-2021,1823
664,Винокуров Степан Николаевич,04-05-1984,Князева Валерия Ивановна,21-03-1997,12-09-2021,129
665,Сорокин Артём Даниилович,02-09-1994,Михайлова София Алексеевна,09-01-1986,09-09-2023,1030
666,Новиков Андрей Денисович,16-07-1984,Пахомова Майя Никитична,05-04-1996,13-05-2021,1789
667,Сергеев Марк Алиевич,12-06-1990,Кочеткова Полина Робертовна,03-12-1997,27-06-2023,1498
668,Герасимов Давид Петрович,19-10-1998,Самсонова Виктория Степановна,30-11-1994,15-10-2023,264
669,Иванов Владимир Владиславович,29-07-1982,Дементьева Екатерина Никитична,18-12-1996,05-07-2021,1714
670,Кочетков Андрей Леонидович,19-07-1993,Ершова София Максимовна,19-11-1987,13-07-2021,297
671,Белоусов Фёдор Даниилович,09-06-1983,Борисова Вероника Савельевна,06-12-1993,12-08-2021,741
672,Марков Максим Александрович,10-01-1983,Толкачева Софья Ивановна,24-08-1990,09-06-2023,1402
673,Марков Максим Александрович,28-05-1988,Архипова Варвара Макаровна,23-07-1985,25-01-2020,1405
674,Молчанов Иван Максимович,09-06-1993,Савельева София Мироновна,02-01-1986,26-01-2023,11
675,Макаров Давид Артурович,25-04-1982,Борисова Вероника Савельевна,24-02-1982,24-01-2020,803
676,Шестаков Константин Степанович,17-02-1987,Дубова Ксения Алексеевна,02-01-1993,14-01-2021,1438
677,Петров Матвей Юрьевич,02-03-1995,Алексеева Ульяна Тимофеевна,03-03-1996,20-04-2018,830
678,Горшков Егор Артёмович,13-03-1982,Петровская Амира Тимофеевна,17-02-1989,21-06-2020,1279
679,Новиков Виктор Маркович,26-01-1981,Кочеткова Полина Робертовна,19-07-1997,09-08-2020,911
