,Groom fullname,Groom birth date,Bride fullname,Bride birth date,Wedding date,Registry office number
260,Власов Денис Степанович,15-10-1983,Козлова Мария Алексеевна,18-10-1999,14-03-2018,20
261,Макаров Давид Артурович,17-11-1995,Павлова Агата Савельевна,16-07-1985,10-03-2021,197
262,Медведев Артём Ярославович,11-08-1988,Назарова Вероника Платоновна,07-09-1984,07-12-2021,380
263,Михайлов Артём Андреевич,30-03-1998,Крылова Елизавета Владиславовна,24-03-1984,14-11-2023,113
264,Медведев Александр Платонович,10-05-1982,Князева Валерия Ивановна,11-03-1990,14-06-2018,113
265,Поликарпов Даниил Петрович,10-01-1987,Андреева Варвара Арсентьевна,05-01-1997,27-10-2019,138
266,Елисеев Денис Никитич,18-08-1989,Тихомирова Ксения Львовна,24-01-1986,14-03-2021,425
267,Волков Герман Степанович,18-07-1997,Лаврентьева Таисия Артёмовна,14-03-1987,22-12-2022,298
268,Попов Вячеслав Михайлович,17-10-1999,Кузина Полина Ильинична,06-01-1993,02-11-2018,460
269,Ширяев Кирилл Ильич,16-02-1991,Николаева Алиса Григорьевна,08-07-1996,19-12-2020,327
270,Волков Герман Степанович,07-10-1987,Кононова Алина Георгиевна,13-02-1983,15-04-2022,211
271,Федоров Вячеслав Юрьевич,01-12-1989,Старостина Ульяна Даниэльевна,07-03-1983,09-06-2020,395
272,Мельников Арсений Данилович,23-02-1984,Ермакова Анастасия Павловна,28-12-1985,25-06-2018,447
273,Шестаков Константин Степанович,18-05-1995,Борисова Вероника Савельевна,12-09-1993,06-04-2021,367
274,Царев Мартин Андреевич,10-08-1993,Климова Александра Артемьевна,11-02-1991,05-08-2019,438
275,Иванов Иван Макарович,07-03-1998,Лаврентьева Таисия Артёмовна,22-04-1994,25-11-2019,258
276,Смирнов Дмитрий Григорьевич,20-11-1994,Рябова Елизавета Владимировна,26-04-1994,02-08-2021,361
277,Федоров Вячеслав Юрьевич,26-11-1991,Павлова Агата Савельевна,21-11-1985,11-08-2022,35
278,Винокуров Кирилл Алиевич,09-07-1986,Добрынина Милана Данииловна,24-02-1989,14-08-2018,225
279,Титов Артур Артёмович,29-12-1995,Козлова Ясмина Михайловна,21-12-1988,12-03-2022,481
280,Титов Артур Артёмович,11-06-1987,Седова София Игоревна,14-06-1990,20-11-2019,487
281,Гусев Станислав Викторович,18-08-1985,Лобанова Полина Андреевна,05-10-1991,14-03-2018,397
282,Яковлев Даниил Георгиевич,23-10-1994,Савельева София Мироновна,03-09-1998,14-08-2019,366
283,Герасимов Давид Петрович,02-07-1987,Маркова Мария Леоновна,10-02-1983,01-01-2018,112
284,Овчинников Владимир Алексеевич,21-06-1986,Суворова Стефания Артёмовна,05-11-1987,16-06-2021,498
285,Левин Артемий Степанович,08-06-1999,Назарова Ульяна Арсеновна,09-02-1982,19-02-2019,6
286,Корчагин Даниил Борисович,03-08-1998,Медведева София Ильинична,26-09-1997,04-04-2018,137
287,Хромов Кирилл Александрович,22-12-1993,Макарова София Тимофеевна,10-10-1995,28-09-2020,487
288,Горбачев Александр Тихонович,05-02-1989,Зайцева Ксения Артемьевна,13-11-1984,24-04-2022,176
289,Медведев Артём Ярославович,30-09-1993,Вишневская Алисия Андреевна,22-10-1988,03-03-2023,207
290,Макаров Давид Артурович,04-11-1986,Кузнецова Ксения Вячеславовна,26-12-1999,19-11-2018,335
291,Поликарпов Даниил Петрович,15-04-1984,Назарова Алина Михайловна,07-05-1984,27-05-2019,327
292,Иванов Владимир Владиславович,16-10-1988,Морозова Дарина Артёмовна,27-04-1981,07-08-2020,213
293,Елисеев Денис Никитич,29-05-1984,Ершова София Максимовна,05-04-1998,29-06-2023,97
294,Смирнов Дмитрий Григорьевич,16-07-1997,Кузнецова Ксения Вячеславовна,01-04-1988,19-06-2023,115
295,Князев Марк Вадимович,05-03-1992,Кузьмина Айлин Степановна,29-07-1991,25-12-2020,484
296,Горшков Егор Артёмович,07-08-1993,Михеева Аделина Елисеевна,10-12-1997,06-02-2019,381
297,Сорокин Артём Даниилович,08-02-1994,Иванова Алиса Тихоновна,12-09-1982,17-05-2021,207
298,Булгаков Иван Владимирович,17-04-1984,Емельянова Арина Артёмовна,14-12-1995,06-11-2020,174
299,Миронов Фёдор Григорьевич,24-01-1994,Князева Валерия Ивановна,06-11-1993,17-07-2021,356
300,Ильин Матвей Максимович,26-05-1999,Лукина Арина Кирилловна,15-08-1997,07-06-2020,167
301,Дубинин Мирон Егорович,22-08-1984,Андреева Варвара Арсентьевна,28-09-1983,02-01-2018,27
302,Данилов Владимир Егорович,28-05-1998,Назарова Ульяна Арсеновна,13-02-1985,10-12-2022,137
303,Волков Герман Степанович,14-11-1984,Нечаева Алёна Александровна,05-10-1987,26-09-2021,351
304,Осипов Максим Максимович,23-09-1995,Емельянова Арина Артёмовна,27-12-1994,04-02-2021,138
305,Пименов Демид Валерьевич,31-07-1998,Старостина Ульяна Даниэльевна,11-08-1998,18-12-2022,159
306,Смирнов Дмитрий Григорьевич,26-05-1996,Назарова Вероника Платоновна,07-12-1990,27-06-2022,380
307,Поликарпов Даниил Петрович,16-12-1985,Ермакова Анастасия Павловна,17-08-1981,12-04-2020,33
308,Муравьев Тимур Андреевич,06-08-1990,Дементьева Екатерина Никитична,28-12-1995,24-08-2021,107
309,Марков Максим Александрович,02-06-1994,Добрынина Милана Данииловна,06-04-1982,12-08-2022,135
310,Новиков Даниил Матвеевич,07-02-1992,Головина Анисия Михайловна,28-10-1991,05-05-2023,310
311,Левин Артемий Степанович,26-05-1988,Петухова Алиса Алексеевна,24-11-1992,23-07-2020,282
312,Гусев Богдан Александрович,31-01-1994,Павлова Агата Савельевна,30-06-1993,09-04-2021,321
313,Корчагин Даниил Борисович,09-10-1986,Ильина Вероника Олеговна,18-05-1984,02-07-2022,4
314,Филатов Лука Андреевич,11-10-1993,Куликова Мелания Платоновна,26-10-1994,13-09-2023,136
315,Иванов Михаил Сергеевич,01-10-1997,Дроздова Марина Михайловна,27-01-1992,05-09-2019,403
316,Медведев Александр Платонович,15-08-1980,Зайцева Ксения Артемьевна,16-06-1988,14-08-2022,344
317,Марков Максим Александрович,01-08-1986,Кошелева Эмилия Максимовна,31-07-1982,17-01-2019,19
318,Сергеев Андрей Иванович,26-04-1990,Казакова Арина Александровна,16-03-1999,19-11-2018,83
319,Белоусов Фёдор Даниилович,18-04-1999,Дементьева Екатерина Никитична,15-10-1995,28-01-2023,432
320,Симонов Савва Дмитриевич,25-01-1999,Борисова Вероника Савельевна,16-07-1992,24-06-2023,427
321,Муратов Вячеслав Дмитриевич,08-02-1993,Смирнова Дарья Леонидовна,24-01-1996,15-07-2021,72
322,Кузнецов Михаил Демидович,25-03-1981,Зайцева Вероника Саввична,06-01-1986,28-09-2023,26
323,Ефремов Дмитрий Всеволодович,17-03-1991,Вишневская Алисия Андреевна,20-05-1985,01-09-2020,341
324,Иванов Михаил Сергеевич,12-03-1989,Бабушкина Амина Давидовна,19-12-1994,22-04-2020,72
325,Иванов Иван Макарович,28-06-1996,Морозова Дарина Артёмовна,30-09-1988,31-01-2022,439
326,Смирнов Матвей Максимович,02-09-1981,Куликова Дарья Георгиевна,23-01-1989,27-07-2019,116
327,Константинов Артемий Викторович,01-03-1996,Старостина Ульяна Даниэльевна,03-12-1985,24-12-2018,67
328,Смирнов Дмитрий Григорьевич,17-05-1990,Мартынова Полина Ивановна,16-01-1983,08-11-2018,332
329,Ефремов Дмитрий Всеволодович,17-04-1990,Иванова Алиса Тихоновна,21-07-1987,07-11-2021,403
330,Федоров Вячеслав Юрьевич,17-12-1992,Лебедева Мария Егоровна,10-06-1982,23-10-2020,464
331,Казаков Марк Михайлович,05-01-1983,Григорьева Ксения Данииловна,13-06-1997,15-12-2022,455
332,Савельев Роман Михайлович,13-09-1984,Борисова София Фёдоровна,16-07-1992,23-10-2023,79
333,Константинов Артемий Викторович,26-11-1986,Смирнова Ясмина Ивановна,07-12-1984,20-07-2022,293
334,Соловьев Илья Денисович,06-12-1989,Степанова Екатерина Владимировна,11-06-1986,07-04-2022,171
335,Суворов Матвей Богданович,25-02-1990,Толкачева Софья Ивановна,26-03-1997,26-01-2020,6
336,Казанцев Марк Назарович,08-11-1998,Кудряшова Полина Алиевна,26-02-1992,17-11-2023,383
337,Макаров Давид Артурович,05-12-1991,Емельянова Арина Артёмовна,21-08-1990,14-06-2021,220
338,Белоусов Фёдор Даниилович,24-10-1992,Петухова Алиса Алексеевна,21-07-1991,07-05-2022,283
339,Петров Матвей Юрьевич,31-07-1995,Архипова Варвара Макаровна,23-03-1991,11-10-2019,29
340,Аникин Фёдор Степанович,30-01-1992,Михайлова София Алексеевна,29-09-1994,21-06-2021,156
341,Корчагин Даниил Борисович,09-02-1996,Ильина Вероника Олеговна,08-02-1999,25-02-2021,80
342,Белоусов Фёдор Даниилович,07-05-1999,Вавилова Маргарита Никитична,08-04-1988,10-09-2018,326
343,Винокуров Кирилл Алиевич,01-06-1992,Крылова Елизавета Владиславовна,22-06-1992,23-12-2021,273
344,Смирнов Дмитрий Григорьевич,17-01-1988,Смирнова Варвара Борисовна,10-08-1989,09-05-2023,183
345,Елисеев Денис Никитич,15-10-1999,Зайцева Ксения Артемьевна,26-03-1980,19-04-2020,483
346,Царев Мартин Андреевич,10-02-1997,Крылова Елизавета Владиславовна,24-05-1989,07-09-2019,164
347,Дегтярев Илья Тимофеевич,13-11-1997,Назарова Вероника Платоновна,07-07-1981,22-01-2020,2
348,Соловьев Илья Денисович,18-01-1981,Петрова Аделина Данииловна,11-06-1987,12-11-2020,338
349,Елисеев Денис Никитич,16-12-1986,Назарова Вероника Платоновна,11-11-1987,11-08-2020,313
350,Смирнов Дамир Даниилович,20-10-1987,Семенова Анна Кирилловна,30-09-1995,24-06-2022,45
351,Царев Мартин Андреевич,06-11-1991,Смирнова Ясмина Ивановна,02-09-1993,12-09-2019,291
352,Новиков Виктор Маркович,18-03-1989,Емельянова Арина Артёмовна,30-05-1982,03-11-2023,398
353,Шестаков Константин Степанович,30-04-1989,Старостина Ульяна Даниэльевна,08-06-1983,01-12-2018,387
354,Власов Андрей Семёнович,04-04-1982,Ершова София Максимовна,05-11-1983,03-09-2018,93
355,Смирнов Матвей Максимович,31-05-1996,Зайцева Вероника Саввична,12-01-1980,23-07-2022,79
356,Яковлев Даниил Георгиевич,10-05-1986,Назарова Алина Михайловна,09-04-1993,17-03-2021,54
357,Дубинин Мирон Егорович,07-04-1995,Добрынина Милана Данииловна,24-09-1984,28-04-2022,347
358,Иванов Иван Макарович,26-05-1986,Павлова Агата Савельевна,25-10-1998,25-06-2020,116
359,Титов Артур Артёмович,20-08-1983,Лебедева Мария Егоровна,28-10-1990,25-05-2022,26
360,Симонов Савва Дмитриевич,10-03-1981,Павлова Александра Ярославовна,11-11-1988,23-09-2021,312
361,Молчанов Иван Максимович,17-05-1984,Васильева Полина Михайловна,18-03-1995,01-02-2021,21
362,Булгаков Иван Владимирович,20-05-1990,Казакова Арина Александровна,19-10-1987,29-03-2018,134
363,Давыдов Иван Матвеевич,11-12-1992,Латышева Злата Михайловна,24-03-1999,25-05-2022,31
364,Дубинин Мирон Егорович,20-02-1988,Попова Вера Ивановна,24-09-1991,06-06-2023,348
365,Смирнов Дмитрий Григорьевич,16-07-1987,Ершова София Максимовна,17-10-1980,13-01-2019,99
366,Волков Герман Степанович,26-11-1994,Смирнова Екатерина Михайловна,30-11-1986,08-04-2020,347
367,Колесов Адам Петрович,23-08-1981,Иванова Дарья Сергеевна,23-02-1989,16-11-2020,314
368,Иванов Владимир Владиславович,23-01-1981,Колесникова Злата Никитична,21-03-1987,21-08-2019,205
369,Васильев Егор Тимофеевич,25-07-1994,Дементьева Екатерина Никитична,04-01-1983,24-02-2018,293
370,Медведев Александр Платонович,20-07-1984,Смирнова Ясмина Ивановна,08-04-1997,09-05-2021,284
371,Смирнов Дмитрий Григорьевич,12-05-1993,Кузнецова Ксения Вячеславовна,27-01-1989,29-01-2018,366
372,Васильев Егор Тимофеевич,14-10-1983,Баранова Дарья Владимировна,02-03-1991,21-07-2021,442
373,Петров Матвей Юрьевич,27-04-1980,Алексеева Ульяна Тимофеевна,26-01-1988,15-03-2019,298
374,Муравьев Тимур Андреевич,04-02-1989,Климова Александра Артемьевна,03-09-1990,01-05-2018,462
375,Осипов Дмитрий Платонович,28-07-1993,Хромова Варвара Леоновна,16-11-1994,14-11-2023,443
376,Титов Артур Артёмович,28-02-1980,Козлова Мария Алексеевна,10-05-1986,27-07-2023,368
377,Васильев Егор Тимофеевич,04-06-1999,Медведева София Ильинична,14-08-1998,15-09-2022,283
378,Савельев Роман Михайлович,19-01-1986,Кононова Алина Георгиевна,29-08-1995,25-05-2020,247
379,Беляков Матвей Егорович,24-08-1982,Куликова Мелания Платоновна,26-08-1981,22-09-2021,480
380,Левин Артемий Степанович,07-07-1996,Зайцева Виктория Никитична,10-02-1983,20-03-2021,160
381,Степанов Андрей Григорьевич,09-07-1996,Назарова Вероника Платоновна,25-05-1998,20-04-2023,102
382,Воробьев Савва Павлович,22-09-1981,Назарова Ульяна Арсеновна,21-02-1996,24-07-2021,345
383,Герасимов Давид Петрович,22-06-1985,Колосова Виктория Дмитриевна,26-11-1982,16-11-2021,184
384,Филатов Лука Андреевич,24-09-1999,Семенова Анна Кирилловна,16-10-1984,05-10-2021,32
385,Романов Вячеслав Савельевич,21-07-1989,Седова София Игоревна,24-05-1991,05-02-2019,4
386,Власов Андрей Семёнович,27-03-1982,Комарова Мария Михайловна,24-09-1995,11-10-2023,338
387,Буров Дмитрий Лукич ,13-09-1998,Кузина Полина Ильинична,22-07-1984,10-09-2023,330
388,Данилов Владимир Егорович,24-03-1981,Дементьева Екатерина Лукинична,29-03-1993,07-01-2022,48
389,Медведев Александр Платонович,02-10-1986,Тихомирова Ксения Львовна,24-01-1984,27-08-2021,42
390,Смирнов Матвей Максимович,13-02-1992,Семенова Анна Кирилловна,04-05-1987,16-07-2023,486
391,Поликарпов Даниил Петрович,18-01-1987,Назарова Вероника Платоновна,05-07-1992,20-05-2019,307
392,Яковлев Даниил Георгиевич,20-06-1983,Рябова Елизавета Владимировна,05-06-1991,03-11-2022,189
393,Пименов Демид Валерьевич,24-10-1987,Пахомова Майя Никитична,28-12-1984,20-02-2021,252
394,Соловьев Илья Денисович,02-03-1994,Петухова Алиса Алексеевна,15-01-1983,21-02-2020,82
395,Белоусов Фёдор Даниилович,19-05-1983,Комарова Мария Михайловна,25-02-1994,22-11-2019,458
396,Дубинин Мирон Егорович,11-03-1994,Пахомова Майя Никитична,04-06-1991,23-07-2018,360
397,Винокуров Степан Николаевич,23-06-1991,Назарова Ульяна Арсеновна,05-09-1996,12-11-2021,67
398,Смирнов Лев Михайлович,20-02-1992,Кошелева Эмилия Максимовна,08-03-1987,15-02-2018,68
399,Степанов Андрей Григорьевич,10-08-1993,Лаврентьева Таисия Артёмовна,04-10-1982,03-05-2018,405
400,Смирнов Лев Михайлович,16-01-1982,Смирнова Дарья Леонидовна,17-06-1981,10-03-2018,115
401,Титов Артур Артёмович,05-12-1996,Михайлова София Алексеевна,29-10-1992,25-03-2022,126
402,Власов Андрей Семёнович,07-09-1998,Козлова Мария Алексеевна,19-01-1989,10-09-2019,477
403,Смирнов Дамир Даниилович,01-09-1991,Трофимова Ангелина Матвеевна,24-06-1999,27-06-2018,283
404,Корчагин Даниил Борисович,05-04-1997,Колесникова Злата Никитична,25-03-1985,21-01-2018,433
405,Царев Мартин Андреевич,20-02-1984,Старостина Ульяна Даниэльевна,06-09-1983,18-03-2018,38
406,Новиков Андрей Денисович,10-03-1991,Петухова Алиса Алексеевна,06-10-1985,18-01-2020,397
407,Степанов Андрей Григорьевич,19-08-1982,Розанова Виктория Кирилловна,18-07-1980,14-08-2018,453
408,Сергеев Андрей Иванович,02-10-1996,Павлова Александра Ярославовна,08-01-1986,23-11-2020,124
409,Ефремов Дмитрий Всеволодович,14-05-1981,Трофимова Ангелина Матвеевна,10-04-1992,26-08-2021,491
410,Дегтярев Илья Тимофеевич,18-01-1983,Бабушкина Амина Давидовна,30-12-1989,26-02-2021,427
411,Воронин Савелий Иванович,18-09-1998,Михайлова София Алексеевна,08-10-1993,29-04-2023,177
412,Поликарпов Даниил Петрович,10-05-1984,Васильева Полина Михайловна,22-10-1987,17-08-2020,97
413,Иванов Иван Макарович,27-09-1985,Бабушкина Амина Давидовна,13-02-1980,09-11-2020,447
414,Яковлев Даниил Георгиевич,07-02-1994,Трофимова Ангелина Матвеевна,24-05-1988,26-01-2018,160
415,Фомин Лев Александрович,04-01-1991,Морозова Дарина Артёмовна,03-12-1982,11-06-2023,452
416,Макаров Давид Артурович,17-08-1995,Алексеева Арина Матвеевна,12-08-1984,05-03-2023,272
417,Пименов Демид Валерьевич,07-10-1994,Розанова Виктория Кирилловна,04-11-1983,02-06-2022,487
418,Миронов Фёдор Григорьевич,15-07-1992,Пахомова Майя Никитична,10-01-1988,11-01-2022,95
419,Князев Марк Вадимович,16-05-1994,Нечаева Алёна Александровна,02-12-1982,25-05-2018,84
420,Колесов Адам Петрович,23-05-1980,Лобанова Полина Андреевна,13-08-1988,23-12-2018,488
421,Лебедев Тимур Максимович,14-04-1981,Ермакова Анастасия Павловна,04-01-1998,01-09-2021,240
422,Константинов Артемий Викторович,17-11-1984,Петухова Алиса Алексеевна,26-07-1981,16-01-2020,118
423,Белов Евгений Артёмович,02-10-1992,Суворова Стефания Артёмовна,14-06-1988,27-07-2020,165
424,Пименов Демид Валерьевич,18-11-1981,Богомолова Лидия Вячеславовна,10-04-1990,20-07-2021,157
425,Молчанов Иван Максимович,02-03-1996,Кудряшова Полина Алиевна,21-07-1991,25-07-2020,492
426,Жуков Андрей Петрович,28-10-1987,Антипова София Игоревна,16-04-1984,07-12-2021,124
427,Дегтярев Илья Тимофеевич,14-03-1989,Вавилова Маргарита Никитична,23-08-1988,22-01-2020,167
428,Сергеев Марк Алиевич,21-09-1988,Петрова Юлия Никитична,29-07-1981,23-01-2023,106
429,Новиков Андрей Денисович,05-12-1989,Савельева София Мироновна,14-10-1983,10-11-2018,387
430,Поликарпов Даниил Петрович,25-11-1995,Маркова Мария Леоновна,22-07-1985,14-03-2022,170
431,Миронов Фёдор Григорьевич,22-08-1983,Баранова Дарья Владимировна,14-04-1995,04-10-2021,476
432,Новиков Виктор Маркович,16-05-1981,Князева Валерия Ивановна,07-03-1993,18-01-2022,157
433,Казанцев Марк Назарович,12-04-1990,Старостина Ульяна Даниэльевна,02-07-1999,18-09-2023,409
434,Крючков Алексей Васильевич,20-10-1985,Тихомирова Ксения Львовна,15-05-1995,02-06-2023,329
435,Белов Евгений Артёмович,13-10-1996,Тихомирова Ксения Львовна,09-11-1988,16-05-2021,499
436,Молчанов Иван Максимович,06-10-1986,Головина Анисия Михайловна,25-12-1996,12-04-2020,142
437,Иванов Владимир Владиславович,18-06-1985,Зайцева Виктория Никитична,08-02-1992,03-06-2019,135
438,Иванов Михаил Сергеевич,19-09-1985,Кудряшова Полина Алиевна,14-10-1983,01-10-2021,8
439,Лебедев Тимур Максимович,05-10-1998,Иванова Дарья Сергеевна,29-08-1985,25-12-2020,457
440,Князев Марк Вадимович,15-12-1998,Богомолова Лидия Вячеславовна,22-06-1984,28-01-2018,197
441,Федоров Вячеслав Юрьевич,02-09-1987,Латышева Злата Михайловна,13-03-1992,21-01-2023,182
442,Васильев Павел Артёмович,02-10-1981,Борисова Вероника Савельевна,19-10-1988,24-08-2020,329
443,Михайлов Артём Андреевич,05-10-1984,Смирнова Ясмина Ивановна,25-05-1993,06-09-2018,4
444,Белов Евгений Артёмович,12-07-1992,Князева Валерия Ивановна,06-11-1998,16-12-2020,361
445,Жуков Андрей Петрович,19-04-1984,Куликова Дарья Георгиевна,12-02-1984,28-03-2023,412
446,Горшков Егор Артёмович,04-12-1991,Смирнова Стефания Всеволодовна,14-12-1982,11-06-2020,295
447,Смирнов Степан Константинович,16-07-1988,Крылова Елизавета Владиславовна,11-02-1997,19-09-2018,386
448,Титов Артур Артёмович,07-01-1993,Пирогова Агата Ивановна,23-03-1993,23-02-2023,83
449,Давыдов Иван Матвеевич,21-09-1987,Крылова Елизавета Владиславовна,01-06-1996,27-06-2022,170
450,Иванов Иван Макарович,31-08-1984,Бабушкина Амина Давидовна,30-04-1996,02-12-2020,324
451,Верещагин Даниил Демидович,08-09-1992,Кузьмина Айлин Степановна,25-10-1995,24-12-2020,86
452,Михайлов Артём Андреевич,11-10-1981,Петровская Ева Егоровна,26-12-1994,21-08-2018,431
453,Сорокин Артём Даниилович,02-09-1988,Семенова Анна Кирилловна,12-11-1985,05-12-2023,175
454,Михайлов Артём Андреевич,27-07-1986,Емельянова Арина Артёмовна,14-04-1996,21-10-2018,299
455,Винокуров Степан Николаевич,09-01-1997,Колесникова Злата Никитична,25-12-1990,05-12-2020,94
456,Горбачев Александр Тихонович,12-02-1991,Смирнова Дарья Леонидовна,09-02-1995,10-12-2023,193
457,Буров Дмитрий Лукич ,09-12-1982,Петухова Алиса Алексеевна,17-02-1992,03-06-2020,253
458,Иванов Иван Макарович,16-10-1991,Дубова Ксения Алексеевна,14-07-1995,13-06-2021,168
459,Королев Владимир Даниилович,03-05-1988,Пирогова Агата Ивановна,08-05-1994,07-12-2021,229
460,Васильев Давид Тимофеевич,02-03-1995,Петрова Юлия Никитична,03-09-1991,06-11-2022,201
461,Сорокин Артём Даниилович,03-10-1983,Нечаева Алёна Александровна,14-06-1983,24-11-2023,225
462,Новиков Андрей Денисович,25-01-1994,Михеева Аделина Елисеевна,27-08-1996,23-02-2023,13
463,Дегтярев Илья Тимофеевич,11-12-1986,Панина Таисия Денисовна,26-05-1995,03-12-2019,264
464,Федоров Вячеслав Юрьевич,30-12-1991,Лобанова Полина Андреевна,05-07-1997,17-01-2018,159
465,Дубинин Мирон Егорович,29-01-1984,Смирнова Варвара Борисовна,08-01-1985,12-10-2023,374
466,Фетисов Кирилл Артемьевич,29-09-1980,Павловская Вероника Владимировна,20-08-1995,04-04-2018,385
467,Макаров Тимур Артёмович,06-11-1985,Павлова Агата Савельевна,04-10-1989,02-01-2018,356
468,Буров Дмитрий Лукич ,06-05-1981,Борисова София Фёдоровна,21-03-1998,04-04-2023,416
469,Фомин Лев Александрович,16-08-1992,Старостина Ульяна Даниэльевна,30-12-1985,28-09-2023,114
470,Корчагин Даниил Борисович,25-11-1985,Архипова Варвара Макаровна,20-12-1996,11-10-2018,236
471,Макаров Тимур Артёмович,03-10-1993,Казакова Арина Александровна,31-01-1985,31-07-2019,13
472,Макаров Тимур Артёмович,04-11-1994,Головина Анисия Михайловна,20-09-1994,15-03-2023,179
473,Данилов Владимир Егорович,27-02-1980,Медведева София Ильинична,03-04-1981,22-08-2018,274
474,Степанов Андрей Григорьевич,07-04-1996,Лукина Арина Кирилловна,09-02-1991,22-01-2023,186
475,Шестаков Константин Степанович,06-01-1988,Емельянова Арина Артёмовна,19-01-1993,22-04-2018,407
476,Осипов Дмитрий Платонович,08-10-1994,Васильева Анна Сергеевна,07-08-1998,25-06-2022,292
477,Ширяев Кирилл Ильич,18-08-1986,Смирнова Дарья Леонидовна,25-04-1982,27-11-2021,324
478,Симонов Савва Дмитриевич,07-10-1995,Хромова Варвара Леоновна,10-11-1983,01-01-2020,24
479,Филатов Лука Андреевич,20-08-1998,Кудряшова Полина Алиевна,05-03-1980,21-12-2020,267
480,Корчагин Даниил Борисович,20-09-1989,Назарова Ульяна Арсеновна,30-06-1995,20-07-2022,422
481,Колесов Адам Петрович,29-10-1996,Михеева Аделина Елисеевна,20-10-1999,23-05-2020,3
482,Казанцев Марк Назарович,20-05-1992,Дементьева Екатерина Никитична,01-09-1982,07-02-2021,213
483,Муратов Вячеслав Дмитриевич,18-08-1991,Михайлова София Алексеевна,13-12-1986,03-01-2021,482
484,Осипов Дмитрий Платонович,29-05-1984,Казакова Арина Александровна,22-01-1986,12-02-2022,488
485,Мельников Арсений Данилович,18-05-1996,Петрова Аделина Данииловна,07-11-1983,19-04-2018,82
486,Гусев Богдан Александрович,25-04-1983,Колесникова Злата Никитична,09-08-1984,06-04-2019,316
487,Власов Андрей Семёнович,13-08-1980,Зайцева Виктория Никитична,01-07-1992,22-07-2023,147
488,Новиков Виктор Маркович,08-12-1995,Смирнова Варвара Борисовна,04-09-1986,15-09-2023,402
489,Беляков Матвей Егорович,12-11-1996,Вавилова Маргарита Никитична,28-11-1997,09-06-2023,266
490,Фомин Лев Александрович,10-12-1999,Михеева Аделина Елисеевна,04-12-1992,16-06-2023,275
491,Титов Артур Артёмович,14-01-1993,Смирнова Екатерина Михайловна,29-05-1985,19-07-2020,52
492,Кононов Виктор Максимович,12-05-1983,Казакова Арина Александровна,11-09-1988,23-08-2022,447
493,Ширяев Кирилл Ильич,21-09-1986,Иванова Алиса Тихоновна,04-05-1980,18-07-2020,69
494,Горшков Егор Артёмович,06-02-1998,Крылова Елизавета Владиславовна,23-04-1996,17-10-2021,330
495,Савельев Роман Михайлович,21-03-1999,Лукина Арина Кирилловна,29-08-1981,18-06-2022,92
496,Новиков Виктор Маркович,06-01-1982,Иванова Анна Григорьевна,25-10-1990,26-02-2019,500
497,Булгаков Иван Владимирович,23-03-1981,Семенова Анна Кирилловна,12-11-1991,04-11-2020,456
498,Смирнов Степан Константинович,17-05-1993,Макарова София Тимофеевна,02-03-1987,29-03-2019,118
499,Власов Денис Степанович,14-11-1993,Назарова Алина Михайловна,20-01-1990,11-12-2018,406
