,Groom fullname,Groom birth date,Bride fullname,Bride birth date,Wedding date,Registry office number
923,Воронин Савелий Иванович,27-08-1993,Куликова Мелания Платоновна,26-12-1991,24-11-2021,9539
924,Иванов Владимир Владиславович,22-11-1987,Трофимова Ангелина Матвеевна,19-12-1993,06-06-2019,4368
925,Кочетков Андрей Леонидович,24-02-1991,Степанова Екатерина Владимировна,13-01-1998,09-10-2019,1228
926,Осипов Максим Максимович,02-11-1981,Попова Вера Ивановна,29-01-1994,09-11-2020,110
927,Михайлов Артём Андреевич,14-10-1990,Андреева Варвара Арсентьевна,03-02-1996,27-12-2023,1970
928,Беляков Матвей Егорович,29-04-1997,Зайцева Ксения Артемьевна,28-10-1993,18-06-2020,1961
929,Аникин Фёдор Степанович,21-07-1999,Богомолова Лидия Вячеславовна,02-07-1982,10-11-2022,9799
930,Кузнецов Михаил Демидович,14-01-1996,Суворова Стефания Артёмовна,29-05-1997,27-05-2020,6985
931,Фомин Лев Александрович,24-01-1981,Кудряшова Полина Алиевна,04-05-1989,24-10-2018,9180
932,Смирнов Дамир Даниилович,23-09-1991,Иванова Дарья Сергеевна,16-02-1993,29-06-2023,1007
933,Казаков Марк Михайлович,30-03-1990,Кудряшова Полина Алиевна,07-05-1983,22-08-2019,3028
934,Горбачев Александр Тихонович,12-11-1985,Мартынова Полина Ивановна,28-08-1993,29-06-2023,3942
935,Петров Матвей Юрьевич,17-10-1984,Кузина Полина Ильинична,25-02-1983,19-10-2021,2063
936,Смирнов Дмитрий Григорьевич,02-04-1998,Лебедева Мария Егоровна,14-11-1982,17-04-2019,6409
937,Корнилов Олег Вадимович,10-11-1985,Смирнова Варвара Борисовна,20-11-1989,24-10-2019,8495
938,Гусев Станислав Викторович,21-11-1988,Куликова Дарья Георгиевна,14-11-1988,28-07-2019,4261
939,Шестаков Константин Степанович,08-10-1983,Куликова Мелания Платоновна,24-07-1991,12-02-2020,1312
940,Петров Матвей Юрьевич,23-05-1989,Григорьева Алиса Марковна,16-03-1986,21-02-2021,2091
941,Круглов Роман Максимович,26-12-1988,Добрынина Милана Данииловна,16-02-1983,19-03-2018,9875
942,Соловьев Илья Денисович,17-04-1981,Куликова Мелания Платоновна,15-07-1983,19-02-2020,1626
943,Царев Мартин Андреевич,02-10-1984,Петрова Аделина Данииловна,27-02-1984,28-07-2019,6670
944,Корчагин Даниил Борисович,20-04-1988,Васильева Полина Михайловна,16-03-1996,27-05-2019,2236
945,Буров Дмитрий Лукич ,15-11-1993,Павлова Александра Ярославовна,09-10-1996,25-05-2018,7565
946,Белоусов Фёдор Даниилович,01-06-1995,Колосова Виктория Дмитриевна,14-09-1994,16-08-2020,2072
947,Буров Дмитрий Лукич ,04-06-1987,Седова София Игоревна,27-05-1983,05-12-2021,3305
948,Давыдов Иван Матвеевич,14-11-1981,Петровская Ева Егоровна,21-05-1989,20-07-2023,3499
949,Смирнов Лев Михайлович,10-02-1986,Колесникова Злата Никитична,24-02-1998,06-12-2021,8445
950,Попов Степан Кириллович,23-09-1992,Петухова Алиса Алексеевна,21-12-1996,01-05-2019,3289
951,Симонов Савва Дмитриевич,25-06-1981,Павловская Вероника Владимировна,31-10-1988,14-12-2023,2790
952,Круглов Роман Максимович,04-01-1997,Ильина Вероника Олеговна,01-03-1988,25-09-2018,6410
953,Власов Денис Степанович,08-10-1988,Петухова Алиса Алексеевна,10-11-1997,07-02-2021,2319
954,Верещагин Даниил Демидович,21-01-1986,Зайцева Ксения Артемьевна,01-04-1983,12-10-2021,462
955,Казаков Марк Михайлович,29-01-1991,Архипова Варвара Макаровна,24-12-1999,27-09-2020,1207
956,Фомин Лев Александрович,05-04-1982,Дроздова Марина Михайловна,20-05-1981,10-10-2022,9948
957,Молчанов Иван Максимович,15-05-1999,Кудряшова Полина Алиевна,01-04-1995,09-01-2023,2310
958,Власов Денис Степанович,14-02-1982,Андреева Варвара Арсентьевна,07-04-1985,01-02-2020,2868
959,Сорокин Артём Даниилович,12-02-1986,Смирнова Стефания Всеволодовна,03-11-1988,20-12-2018,9412
960,Верещагин Даниил Демидович,27-02-1981,Борисова Вероника Савельевна,25-05-1987,24-08-2023,856
961,Калачев Всеволод Леонидович,17-02-1982,Вишневская Алисия Андреевна,30-12-1988,26-05-2022,9509
962,Королев Владимир Даниилович,03-12-1999,Самойлова Дарина Кирилловна,07-05-1982,30-12-2023,9539
963,Овчинников Владимир Алексеевич,08-02-1983,Нечаева Алёна Александровна,16-03-1994,06-12-2020,4255
964,Кононов Виктор Максимович,24-04-1992,Борисова Вероника Савельевна,12-04-1980,19-03-2020,1748
965,Макаров Давид Артурович,03-09-1998,Маркова Мария Леоновна,30-01-1987,23-12-2019,972
966,Новиков Андрей Денисович,23-07-1998,Борисова Вероника Савельевна,28-12-1988,09-01-2019,1573
967,Кононов Виктор Максимович,18-01-1985,Антипова София Игоревна,12-02-1995,10-05-2018,6715
968,Новиков Виктор Маркович,10-04-1996,Дроздова Марина Михайловна,11-06-1994,01-10-2022,9686
969,Романов Вячеслав Савельевич,04-02-1981,Попова Вера Ивановна,16-05-1985,06-05-2018,1804
970,Горшков Егор Артёмович,20-07-1992,Куликова Мелания Платоновна,16-12-1986,08-12-2021,3958
971,Осипов Дмитрий Платонович,22-10-1991,Кононова Алина Георгиевна,19-07-1986,18-07-2018,6913
972,Данилов Владимир Егорович,07-03-1992,Пирогова Агата Ивановна,05-07-1982,24-09-2022,8005
973,Лебедев Тимур Максимович,16-04-1989,Григорьева Ксения Данииловна,02-05-1985,03-05-2020,6898
974,Васильев Павел Артёмович,15-10-1991,Михеева Аделина Елисеевна,01-05-1990,13-09-2020,1641
975,Фомин Лев Александрович,08-07-1998,Морозова Ева Данииловна,16-11-1983,29-12-2018,5888
976,Яковлев Даниил Георгиевич,20-09-1993,Мартынова Полина Ивановна,17-07-1992,05-07-2020,9400
977,Ширяев Кирилл Ильич,30-07-1986,Павлова Александра Ярославовна,12-02-1992,21-01-2018,7117
978,Колесов Адам Петрович,12-12-1987,Макарова София Тимофеевна,30-08-1985,01-12-2018,6911
979,Волков Герман Степанович,15-04-1983,Зайцева Ксения Артемьевна,13-10-1980,20-04-2021,128
980,Казанцев Марк Назарович,06-10-1980,Петухова Алиса Алексеевна,22-12-1988,02-07-2023,7228
981,Шестаков Константин Степанович,15-01-1990,Кузнецова Ксения Вячеславовна,06-05-1993,19-08-2018,5412
982,Симонов Савва Дмитриевич,21-04-1982,Лаврентьева Таисия Артёмовна,16-07-1996,16-12-2018,7190
983,Кочетков Андрей Леонидович,15-12-1986,Розанова Виктория Кирилловна,05-09-1991,02-10-2021,9850
984,Филатов Лука Андреевич,24-07-1984,Морозова Ева Данииловна,21-11-1980,25-07-2022,3225
985,Шестаков Константин Степанович,07-12-1991,Алексеева Ульяна Тимофеевна,07-06-1994,30-01-2018,7807
986,Константинов Артемий Викторович,02-01-1984,Добрынина Милана Данииловна,21-11-1981,10-10-2021,5125
987,Корнилов Олег Вадимович,30-06-1985,Назарова Вероника Платоновна,02-06-1999,18-05-2019,791
988,Сергеев Андрей Иванович,07-12-1988,Павлова Александра Ярославовна,12-05-1996,01-05-2021,4191
989,Смирнов Матвей Максимович,05-02-1999,Назарова Вероника Платоновна,20-05-1991,01-05-2022,6195
990,Миронов Фёдор Григорьевич,20-09-1992,Лукина Арина Кирилловна,18-08-1994,27-09-2023,3584
991,Осипов Дмитрий Платонович,19-06-1991,Вавилова Маргарита Никитична,15-10-1982,09-01-2019,7203
992,Ширяев Кирилл Ильич,26-05-1997,Комарова Мария Михайловна,27-11-1991,09-01-2023,999
993,Смирнов Дамир Даниилович,08-11-1981,Григорьева Ксения Данииловна,06-06-1994,20-08-2022,3831
994,Иванов Даниил Сергеевич,02-01-1992,Старостина Ульяна Даниэльевна,16-11-1994,27-01-2020,5014
995,Герасимов Давид Петрович,21-10-1983,Васильева Полина Михайловна,28-11-1982,19-09-2022,2835
996,Волков Герман Степанович,04-05-1992,Маркова Мария Леоновна,13-08-1998,28-11-2018,7990
997,Волков Герман Степанович,09-12-1996,Макарова София Тимофеевна,19-12-1981,30-09-2018,6016
998,Королев Владимир Даниилович,19-02-1988,Самсонова Виктория Степановна,12-11-1999,09-06-2020,5595
999,Казанцев Марк Назарович,14-03-1995,Иванова Дарья Сергеевна,31-10-1990,05-04-2018,6729
1000,Гусев Богдан Александрович,17-07-1984,Смирнова Ясмина Ивановна,07-05-1986,25-11-2022,490
1001,Макаров Давид Артурович,05-01-1997,Кононова Алина Георгиевна,01-11-1982,19-07-2020,1097
1002,Дмитриев Тимофей Михайлович,16-01-1997,Иванова Дарья Сергеевна,21-10-1988,26-02-2022,6464
1003,Смирнов Лев Михайлович,07-11-1987,Морозова Ева Данииловна,01-06-1994,25-02-2021,4010
1004,Фомин Лев Александрович,17-06-1990,Степанова Екатерина Владимировна,17-03-1994,30-03-2020,7679
1005,Власов Денис Степанович,26-07-1987,Зайцева Виктория Никитична,28-06-1989,04-12-2020,4981
1006,Попов Степан Кириллович,24-02-1994,Медведева София Ильинична,02-01-1984,15-01-2019,1139
1007,Дмитриев Тимофей Михайлович,03-06-1992,Емельянова Арина Артёмовна,12-01-1987,24-09-2018,6472
1008,Колесов Адам Петрович,20-12-1986,Иванова Алиса Тихоновна,09-07-1987,29-07-2019,5732
1009,Смирнов Матвей Максимович,20-11-1990,Самойлова Дарина Кирилловна,09-09-1981,24-10-2023,6539
1010,Корнилов Олег Вадимович,10-10-1986,Козлова Ясмина Михайловна,02-09-1981,13-10-2023,5511
1011,Белов Евгений Артёмович,10-12-1991,Павловская Вероника Владимировна,09-10-1982,07-10-2022,3779
1012,Сергеев Андрей Иванович,03-04-1999,Климова Александра Артемьевна,14-03-1981,15-01-2018,3737
1013,Дегтярев Илья Тимофеевич,01-04-1980,Зайцева Виктория Никитична,07-12-1982,04-08-2023,3656
1014,Давыдов Иван Матвеевич,25-08-1983,Григорьева Алиса Марковна,20-08-1990,12-08-2019,3006
1015,Федоров Вячеслав Юрьевич,13-12-1986,Кононова Алина Георгиевна,07-07-1996,29-10-2022,2017
1016,Петров Матвей Юрьевич,26-02-1991,Комарова Мария Михайловна,04-01-1984,21-04-2020,343
1017,Казаков Марк Михайлович,21-05-1986,Борисова Вероника Савельевна,17-12-1982,02-02-2019,6764
1018,Иванов Даниил Сергеевич,16-07-1988,Кочеткова Полина Робертовна,12-12-1999,28-12-2022,8348
1019,Иванов Михаил Сергеевич,24-03-1993,Колосова Виктория Дмитриевна,22-01-1991,23-06-2020,3156
1020,Новиков Андрей Денисович,14-01-1994,Лебедева Мария Егоровна,27-09-1984,16-06-2022,3999
1021,Симонов Савва Дмитриевич,06-08-1992,Толкачева Софья Ивановна,15-12-1986,23-09-2018,4993
1022,Хромов Кирилл Александрович,23-03-1981,Кошелева Эмилия Максимовна,31-01-1990,20-05-2019,7705
1023,Волков Герман Степанович,21-01-1980,Кудряшова Полина Алиевна,18-01-1985,25-11-2019,2916
1024,Царев Мартин Андреевич,03-01-1987,Иванова Анна Григорьевна,17-04-1997,29-03-2023,8693
1025,Новиков Андрей Денисович,21-08-1987,Антипова София Игоревна,27-11-1995,04-05-2018,6714
1026,Беляков Матвей Егорович,12-05-1998,Мартынова Полина Ивановна,14-09-1995,02-05-2023,8724
1027,Сорокин Артём Даниилович,29-08-1983,Назарова Алина Михайловна,17-11-1987,22-02-2018,4020
1028,Яковлев Даниил Георгиевич,21-05-1984,Борисова София Фёдоровна,03-11-1985,10-05-2020,8247
1029,Ильин Матвей Максимович,09-12-1987,Лобанова Полина Андреевна,24-09-1991,15-04-2022,6414
1030,Власов Андрей Семёнович,18-08-1990,Дроздова Марина Михайловна,23-09-1993,05-05-2020,1489
1031,Левин Артемий Степанович,16-09-1999,Васильева Полина Михайловна,13-02-1984,19-12-2020,9857
1032,Сергеев Андрей Иванович,24-08-1989,Павловская Вероника Владимировна,03-12-1980,15-01-2020,8025
1033,Жуков Андрей Петрович,27-05-1980,Климова Александра Артемьевна,26-05-1991,17-08-2021,1495
1034,Иванов Владимир Владиславович,11-01-1988,Кочеткова Полина Робертовна,28-11-1999,30-11-2022,73
1035,Лебедев Тимур Максимович,22-05-1986,Старостина Ульяна Даниэльевна,15-11-1995,11-07-2019,900
1036,Миронов Фёдор Григорьевич,27-07-1988,Самойлова Дарина Кирилловна,21-08-1987,18-07-2019,5923
1037,Ильин Матвей Максимович,15-05-1980,Михеева Аделина Елисеевна,18-07-1990,05-06-2019,6799
1038,Волков Герман Степанович,24-04-1994,Михайлова София Алексеевна,21-04-1983,02-04-2020,6333
1039,Ширяев Кирилл Ильич,29-06-1991,Лаврентьева Таисия Артёмовна,30-10-1984,10-08-2022,8956
1040,Горшков Егор Артёмович,12-03-1993,Дубова Ксения Алексеевна,04-03-1984,18-06-2022,2492
1041,Степанов Андрей Григорьевич,04-01-1987,Лаврентьева Таисия Артёмовна,23-06-1998,30-01-2018,6556
1042,Фомин Лев Александрович,06-03-1989,Иванова Алиса Тихоновна,10-12-1990,10-02-2022,1282
1043,Михайлов Артём Андреевич,11-03-1981,Львова Дарина Марковна,21-06-1997,23-02-2020,3847
1044,Винокуров Кирилл Алиевич,26-05-1991,Куликова Дарья Георгиевна,06-01-1989,03-03-2020,650
1045,Казанцев Марк Назарович,13-01-1994,Мартынова Полина Ивановна,19-08-1992,02-01-2019,2722
1046,Овчинников Владимир Алексеевич,19-02-1984,Козлова Ясмина Михайловна,08-12-1992,27-04-2021,8806
1047,Овчинников Владимир Алексеевич,14-12-1992,Борисова Вероника Савельевна,15-02-1989,12-02-2022,35
1048,Степанов Андрей Григорьевич,07-10-1980,Смирнова Ясмина Ивановна,29-05-1995,17-06-2018,711
1049,Смирнов Степан Константинович,09-05-1981,Павлова Александра Ярославовна,22-02-1999,22-06-2021,3872
1050,Попов Вячеслав Михайлович,27-09-1985,Зайцева Вероника Саввична,21-03-1995,17-04-2022,7726
1051,Гусев Богдан Александрович,14-10-1998,Лобанова Полина Андреевна,15-10-1993,19-02-2018,3493
1052,Попов Степан Кириллович,17-04-1982,Кононова Алина Георгиевна,20-10-1988,24-11-2019,8509
1053,Герасимов Давид Петрович,23-03-1986,Панина Таисия Денисовна,27-10-1994,25-12-2018,496
1054,Муратов Вячеслав Дмитриевич,07-04-1980,Головина Анисия Михайловна,27-08-1988,29-07-2023,5672
1055,Иванов Михаил Сергеевич,05-05-1983,Лаврентьева Таисия Артёмовна,08-04-1985,27-05-2022,187
1056,Савельев Роман Михайлович,03-12-1986,Кошелева Эмилия Максимовна,09-09-1986,15-04-2021,3974
1057,Фомин Лев Александрович,21-04-1990,Смирнова Ясмина Ивановна,19-03-1996,25-04-2021,1708
1058,Пантелеев Максим Алексеевич,29-07-1996,Андреева Варвара Арсентьевна,05-11-1987,07-03-2023,4264
1059,Калачев Всеволод Леонидович,25-09-1981,Самсонова Виктория Степановна,07-10-1989,08-02-2020,9816
1060,Винокуров Кирилл Алиевич,21-04-1986,Морозова Дарина Артёмовна,14-07-1993,25-12-2018,9475
1061,Макаров Давид Артурович,07-08-1983,Козлова Мария Алексеевна,17-01-1995,18-09-2022,8154
1062,Осипов Дмитрий Платонович,18-07-1983,Савельева София Мироновна,27-06-1986,05-10-2022,1176
1063,Федоров Вячеслав Юрьевич,10-12-1987,Куликова Мелания Платоновна,30-01-1987,13-11-2019,7154
1064,Иванов Даниил Сергеевич,21-08-1981,Николаева Алиса Григорьевна,26-12-1983,01-10-2021,8626
1065,Гусев Богдан Александрович,08-07-1993,Морозова Дарина Артёмовна,21-06-1989,13-10-2023,5200
1066,Степанов Андрей Григорьевич,29-09-1999,Толкачева Софья Ивановна,27-08-1994,25-07-2020,3360
1067,Титов Артур Артёмович,17-05-1985,Степанова Екатерина Владимировна,13-03-1995,20-08-2021,6734
1068,Иванов Даниил Сергеевич,17-01-1981,Нечаева Алёна Александровна,06-05-1984,08-10-2018,7797
1069,Дегтярев Илья Тимофеевич,14-09-1998,Морозова Ева Данииловна,23-04-1995,06-04-2018,333
1070,Власов Андрей Семёнович,15-06-1981,Зайцева Вероника Саввична,05-12-1985,03-07-2023,2236
1071,Шестаков Константин Степанович,20-01-1993,Дроздова Марина Михайловна,25-10-1980,09-01-2023,7348
1072,Гусев Станислав Викторович,30-07-1984,Казакова Арина Александровна,02-05-1983,07-07-2022,4546
1073,Ефремов Дмитрий Всеволодович,20-07-1992,Лебедева Мария Егоровна,07-08-1996,29-05-2018,9169
1074,Винокуров Степан Николаевич,09-07-1981,Панина Таисия Денисовна,30-01-1981,27-04-2019,2443
1075,Васильев Давид Тимофеевич,21-02-1987,Степанова Екатерина Владимировна,26-04-1993,23-08-2021,7223
1076,Михайлов Артём Андреевич,09-11-1984,Добрынина Милана Данииловна,17-06-1982,05-07-2023,6795
1077,Иванов Владимир Владиславович,01-06-1999,Петухова Алиса Алексеевна,29-08-1987,29-04-2023,5446
1078,Королев Владимир Даниилович,22-07-1997,Козлова Ясмина Михайловна,02-05-1996,03-11-2023,6815
1079,Ильин Матвей Максимович,10-02-1993,Казакова Арина Александровна,08-03-1983,29-03-2018,8516
1080,Новиков Даниил Матвеевич,12-01-1995,Петрова Юлия Никитична,30-12-1983,21-09-2021,2025
1081,Гусев Станислав Викторович,28-07-1996,Львова Дарина Марковна,26-03-1991,25-07-2020,5420
1082,Михайлов Артём Андреевич,10-05-1994,Трофимова Ангелина Матвеевна,04-09-1989,26-05-2021,4700
1083,Винокуров Кирилл Алиевич,14-11-1988,Степанова Екатерина Владимировна,07-09-1998,10-11-2018,615
1084,Корчагин Даниил Борисович,13-04-1980,Макарова София Тимофеевна,30-01-1997,20-07-2020,9095
1085,Дмитриев Тимофей Михайлович,11-03-1981,Комарова Мария Михайловна,04-06-1992,21-10-2021,8703
1086,Дегтярев Илья Тимофеевич,19-11-1990,Комарова Мария Михайловна,19-12-1988,05-03-2021,3989
1087,Дмитриев Тимофей Михайлович,23-01-1989,Толкачева Софья Ивановна,19-08-1990,17-09-2020,4116
1088,Новиков Даниил Матвеевич,04-10-1988,Ермакова Анастасия Павловна,02-06-1989,26-12-2022,5554
1089,Дегтярев Илья Тимофеевич,08-10-1990,Алексеева Арина Матвеевна,05-04-1982,09-09-2021,1609
1090,Гусев Богдан Александрович,06-04-1986,Макарова София Тимофеевна,15-02-1986,01-06-2021,7785
1091,Сорокин Артём Даниилович,24-06-1995,Савельева София Мироновна,17-08-1980,10-06-2022,8146
1092,Смирнов Лев Михайлович,01-06-1993,Григорьева Ксения Данииловна,07-07-1994,05-07-2023,5280
1093,Петров Матвей Юрьевич,24-01-1998,Степанова Екатерина Владимировна,11-12-1998,02-07-2018,607
1094,Овчинников Владимир Алексеевич,18-03-1981,Смирнова Ясмина Ивановна,22-08-1994,07-10-2018,5801
1095,Смирнов Лев Михайлович,14-10-1987,Маркова Мария Леоновна,09-05-1981,15-03-2023,1438
1096,Иванов Даниил Сергеевич,19-01-1985,Смирнова Ясмина Ивановна,13-11-1984,10-02-2018,8228
1097,Муратов Вячеслав Дмитриевич,23-08-1981,Лобанова Полина Андреевна,15-11-1983,26-02-2023,7203
1098,Иванов Даниил Сергеевич,26-07-1998,Крылова Елизавета Владиславовна,17-10-1987,24-03-2019,1863
1099,Винокуров Степан Николаевич,18-04-1980,Андреева Варвара Арсентьевна,24-05-1995,18-10-2018,1529
1100,Попов Степан Кириллович,22-07-1985,Суворова Стефания Артёмовна,21-03-1998,28-01-2019,4571
1101,Фомин Лев Александрович,03-08-1992,Крылова Елизавета Владиславовна,01-04-1993,09-11-2022,7417
1102,Смирнов Степан Константинович,25-06-1996,Ильина Вероника Олеговна,30-05-1983,06-05-2021,280
1103,Новиков Виктор Маркович,12-04-1989,Добрынина Милана Данииловна,13-05-1984,30-07-2019,3303
1104,Елисеев Денис Никитич,27-05-1987,Баранова Дарья Владимировна,23-03-1980,28-11-2019,2136
1105,Горшков Егор Артёмович,01-07-1994,Петровская Ева Егоровна,14-04-1994,22-04-2022,1095
1106,Шестаков Константин Степанович,31-01-1984,Павловская Вероника Владимировна,02-05-1994,22-04-2021,2649
1107,Мельников Арсений Данилович,29-06-1987,Михайлова София Алексеевна,13-06-1986,27-12-2022,8649
1108,Петров Матвей Юрьевич,06-11-1985,Пирогова Агата Ивановна,17-10-1996,02-02-2019,9751
1109,Смирнов Дамир Даниилович,29-10-1992,Иванова Алиса Тихоновна,05-11-1983,03-07-2018,279
1110,Михайлов Артём Андреевич,15-09-1992,Назарова Алина Михайловна,12-08-1989,14-07-2021,4319
1111,Сорокин Артём Даниилович,08-03-1997,Колосова Виктория Дмитриевна,04-10-1989,23-08-2018,2956
1112,Поликарпов Даниил Петрович,04-04-1986,Алексеева Арина Матвеевна,24-08-1994,24-02-2022,3824
1113,Сергеев Марк Алиевич,29-07-1981,Трофимова Ангелина Матвеевна,05-05-1993,05-12-2021,8532
1114,Пименов Демид Валерьевич,25-07-1981,Павловская Вероника Владимировна,03-09-1994,08-07-2018,5360
1115,Смирнов Лев Михайлович,31-05-1981,Макарова София Тимофеевна,06-10-1992,23-01-2023,5077
1116,Сергеев Андрей Иванович,10-05-1995,Головина Анисия Михайловна,04-07-1989,03-03-2021,4071
1117,Пименов Демид Валерьевич,15-03-1980,Розанова Виктория Кирилловна,19-10-1985,21-10-2021,4735
1118,Медведев Александр Платонович,25-12-1989,Павлова Александра Ярославовна,02-12-1989,11-09-2022,7425
1119,Степанов Андрей Григорьевич,14-09-1986,Самойлова Дарина Кирилловна,15-08-1983,09-08-2023,9076
1120,Кочетков Андрей Леонидович,10-09-1999,Григорьева Алиса Марковна,07-01-1981,12-08-2020,186
1121,Власов Андрей Семёнович,12-09-1984,Богомолова Лидия Вячеславовна,12-02-1993,02-12-2021,1587
1122,Фомин Лев Александрович,24-05-1990,Григорьева Ксения Данииловна,13-02-1984,22-01-2023,1742
1123,Корнилов Олег Вадимович,07-11-1983,Толкачева Софья Ивановна,09-06-1982,04-01-2020,9110
1124,Давыдов Иван Матвеевич,08-09-1994,Алексеева Ульяна Тимофеевна,16-06-1995,31-12-2020,4131
1125,Смирнов Степан Константинович,12-09-1996,Львова Дарина Марковна,10-09-1992,24-09-2021,7425
1126,Михайлов Артём Андреевич,28-10-1984,Морозова Дарина Артёмовна,23-09-1985,18-01-2022,7145
1127,Дмитриев Тимофей Михайлович,13-05-1981,Васильева Полина Михайловна,15-10-1995,25-12-2020,9509
1128,Гусев Станислав Викторович,19-10-1985,Кононова Алина Георгиевна,09-07-1984,01-07-2023,6266
1129,Муравьев Тимур Андреевич,05-04-1983,Алексеева Арина Матвеевна,25-04-1981,25-09-2019,571
1130,Смирнов Лев Михайлович,11-07-1992,Лаврентьева Таисия Артёмовна,07-06-1986,13-07-2018,1848
1131,Фетисов Кирилл Артемьевич,21-06-1987,Зайцева Виктория Никитична,13-03-1989,21-01-2022,1660
1132,Иванов Владимир Владиславович,01-02-1990,Кошелева Эмилия Максимовна,28-09-1985,16-04-2022,5063
1133,Медведев Александр Платонович,10-03-1990,Ермакова Анастасия Павловна,23-05-1987,06-10-2022,2893
1134,Петров Матвей Юрьевич,12-01-1982,Борисова Вероника Савельевна,28-08-1982,14-02-2023,2548
1135,Верещагин Даниил Демидович,03-05-1994,Толкачева Софья Ивановна,31-07-1993,02-01-2022,5028
1136,Воробьев Савва Павлович,13-06-1994,Петухова Алиса Алексеевна,07-01-1994,08-06-2019,6668
1137,Гусев Богдан Александрович,14-02-1985,Ермакова Анастасия Павловна,11-10-1998,05-04-2022,2570
1138,Власов Денис Степанович,07-02-1996,Васильева Анна Сергеевна,08-11-1992,24-11-2019,5690
1139,Родионов Михаил Дмитриевич,07-04-1985,Попова Вера Ивановна,14-09-1980,28-07-2022,9224
1140,Родионов Михаил Дмитриевич,16-01-1999,Львова Дарина Марковна,24-08-1986,24-04-2019,641
1141,Иванов Даниил Сергеевич,10-01-1999,Павлова Агата Савельевна,06-07-1985,10-01-2022,2771
1142,Калачев Всеволод Леонидович,08-09-1983,Пахомова Майя Никитична,10-06-1987,22-05-2021,6286
1143,Гусев Станислав Викторович,15-05-1980,Пахомова Майя Никитична,05-02-1986,17-12-2018,2241
1144,Винокуров Кирилл Алиевич,30-08-1984,Петрова Юлия Никитична,25-07-1988,08-10-2020,3557
1145,Власов Денис Степанович,08-12-1999,Мартынова Полина Ивановна,21-10-1982,03-11-2023,8417
1146,Медведев Александр Платонович,01-04-1980,Назарова Алина Михайловна,10-08-1984,03-12-2019,3186
1147,Королев Владимир Даниилович,05-05-1989,Смирнова Екатерина Михайловна,06-10-1999,09-05-2021,1274
1148,Михайлов Артём Андреевич,29-05-1982,Ершова София Максимовна,27-03-1998,21-02-2020,4872
1149,Крючков Алексей Васильевич,06-03-1983,Архипова Варвара Макаровна,26-05-1985,13-07-2020,1979
1150,Кузнецов Михаил Демидович,29-07-1991,Кошелева Эмилия Максимовна,25-05-1994,13-12-2021,9815
1151,Колесов Адам Петрович,22-05-1982,Дубова Ксения Алексеевна,22-10-1983,22-07-2020,547
1152,Федоров Вячеслав Юрьевич,09-02-1983,Смирнова Варвара Борисовна,09-08-1987,07-04-2020,7861
1153,Иванов Даниил Сергеевич,27-03-1998,Павлова Александра Ярославовна,26-02-1996,03-02-2021,6860
1154,Гусев Станислав Викторович,05-11-1999,Кузина Полина Ильинична,03-03-1983,13-07-2022,2120
1155,Титов Артур Артёмович,03-09-1984,Ершова София Максимовна,22-04-1985,25-08-2023,8577
1156,Попов Степан Кириллович,05-02-1988,Зайцева Ксения Артемьевна,07-12-1995,10-03-2022,1995
1157,Булгаков Иван Владимирович,02-07-1987,Павловская Вероника Владимировна,09-10-1995,26-05-2019,5221
1158,Данилов Владимир Егорович,02-07-1989,Емельянова Арина Артёмовна,29-03-1988,11-01-2021,9154
1159,Федоров Вячеслав Юрьевич,04-11-1980,Смирнова Ясмина Ивановна,21-03-1995,10-12-2019,3137
1160,Осипов Дмитрий Платонович,22-11-1990,Седова София Игоревна,02-06-1997,17-07-2019,1456
1161,Белов Евгений Артёмович,11-01-1999,Зайцева Виктория Никитична,22-01-1998,09-03-2020,7586
1162,Колесов Адам Петрович,17-04-1980,Павловская Вероника Владимировна,23-04-1999,05-09-2020,9751
1163,Царев Мартин Андреевич,14-01-1990,Медведева София Ильинична,07-07-1989,14-06-2022,3342
1164,Смирнов Степан Константинович,26-09-1995,Ершова София Максимовна,09-10-1989,13-11-2023,3028
1165,Хромов Кирилл Александрович,13-11-1986,Ермакова Анастасия Павловна,07-10-1994,19-07-2022,8702
1166,Горбачев Александр Тихонович,26-10-1984,Колесникова Злата Никитична,23-02-1981,20-12-2020,4638
1167,Савельев Роман Михайлович,25-04-1983,Лукина Арина Кирилловна,30-07-1991,28-05-2018,951
1168,Яковлев Даниил Георгиевич,17-05-1996,Кузьмина Айлин Степановна,18-10-1988,11-09-2021,4906
1169,Фомин Лев Александрович,24-01-1991,Климова Александра Артемьевна,17-11-1987,15-12-2022,7182
1170,Круглов Роман Максимович,27-09-1999,Борисова София Фёдоровна,14-06-1993,20-04-2020,6221
1171,Верещагин Даниил Демидович,06-12-1983,Вавилова Маргарита Никитична,13-04-1985,26-09-2021,9214
1172,Дегтярев Илья Тимофеевич,19-03-1992,Ильина Вероника Олеговна,06-07-1983,12-07-2021,8200
1173,Булгаков Иван Владимирович,22-02-1987,Хромова Варвара Леоновна,17-07-1996,25-05-2022,8900
1174,Белов Евгений Артёмович,06-10-1981,Кононова Алина Георгиевна,29-05-1995,25-07-2019,1444
1175,Константинов Артемий Викторович,27-07-1996,Емельянова Арина Артёмовна,13-08-1992,02-02-2023,2104
1176,Васильев Давид Тимофеевич,26-10-1986,Назарова Вероника Платоновна,10-10-1988,18-08-2019,4912
